item,list,statesArray,relevant_property,sharpness,annotation_category,probability,source
9,3,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [10.0, 0.0, 0.0], [9.0, 0.0, 0.0], [9.0, 0.0, 0.0], [3.0, 0.0, 0.0]]",first,sharp,DCF,,model
19,3,"[[9.0, 1.0, 1.0], [9.0, 0.0, 0.0], [9.0, 0.0, 0.0], [10.0, 0.0, 1.0], [9.0, 0.0, 1.0], [2.0, 0.0, 1.0]]",both,sharp,DCF,,model
26,4,"[[9.0, 1.0, 1.0], [9.0, 0.0, 0.0], [10.0, 0.0, 1.0], [10.0, 0.0, 0.0], [10.0, 0.0, 1.0], [6.0, 0.0, 1.0]]",both,blurred,DCF,,model
18,4,"[[9.0, 1.0, 1.0], [10.0, 0.0, 0.0], [10.0, 0.0, 1.0], [10.0, 0.0, 1.0], [10.0, 0.0, 1.0], [1.0, 0.0, 1.0]]",second,blurred,DCF,,model
20,4,"[[10.0, 1.0, 1.0], [9.0, 0.0, 0.0], [1.0, 1.0, 1.0], [4.0, 1.0, 1.0], [10.0, 0.0, 1.0], [1.0, 0.0, 1.0]]",first,blurred,DCF,,model
4,4,"[[9.0, 0.0, 1.0], [1.0, 0.0, 1.0], [1.0, 0.0, 1.0], [3.0, 0.0, 1.0], [2.0, 0.0, 1.0], [2.0, 1.0, 1.0]]",first,blurred,DCF,,model
23,4,"[[10.0, 0.0, 1.0], [3.0, 0.0, 1.0], [3.0, 0.0, 0.0], [5.0, 0.0, 0.0], [4.0, 0.0, 0.0], [2.0, 1.0, 1.0]]",second,blurred,DCF,,model
12,4,"[[9.0, 1.0, 1.0], [10.0, 0.0, 0.0], [3.0, 1.0, 0.0], [2.0, 1.0, 1.0], [10.0, 0.0, 1.0], [2.0, 0.0, 1.0]]",first,blurred,DCF,,model
1,4,"[[9.0, 0.0, 1.0], [3.0, 0.0, 0.0], [4.0, 0.0, 1.0], [6.0, 0.0, 1.0], [6.0, 0.0, 1.0], [3.0, 1.0, 1.0]]",second,blurred,DCF,,model
7,4,"[[9.0, 1.0, 1.0], [10.0, 0.0, 0.0], [9.0, 0.0, 0.0], [10.0, 0.0, 1.0], [9.0, 0.0, 0.0], [2.0, 0.0, 1.0]]",first,blurred,DCF,,model
15,4,"[[9.0, 1.0, 1.0], [9.0, 0.0, 0.0], [9.0, 0.0, 0.0], [9.0, 0.0, 1.0], [10.0, 0.0, 1.0], [6.0, 0.0, 1.0]]",both,blurred,DCF,,model
2,5,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [1.0, 1.0, 1.0], [2.0, 1.0, 1.0], [9.0, 0.0, 1.0], [3.0, 0.0, 1.0]]",first,blurred,DCF,,model
27,5,"[[9.0, 1.0, 1.0], [10.0, 0.0, 1.0], [5.0, 1.0, 1.0], [1.0, 1.0, 1.0], [10.0, 0.0, 1.0], [2.0, 0.0, 1.0]]",both,blurred,DCF,,model
13,5,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [10.0, 0.0, 1.0], [10.0, 0.0, 1.0], [10.0, 0.0, 0.0], [1.0, 0.0, 1.0]]",second,blurred,DCF,,model
5,5,"[[10.0, 0.0, 1.0], [6.0, 0.0, 1.0], [6.0, 0.0, 1.0], [5.0, 0.0, 1.0], [6.0, 0.0, 0.0], [1.0, 1.0, 0.0]]",both,blurred,DCF,,model
10,5,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [9.0, 0.0, 0.0], [9.0, 0.0, 0.0], [10.0, 0.0, 1.0], [1.0, 0.0, 1.0]]",first,blurred,DCF,,model
21,5,"[[9.0, 0.0, 1.0], [6.0, 0.0, 1.0], [6.0, 0.0, 1.0], [4.0, 0.0, 1.0], [1.0, 0.0, 1.0], [1.0, 1.0, 0.0]]",first,blurred,DCF,,model
16,5,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [1.0, 1.0, 1.0], [1.0, 1.0, 1.0], [10.0, 0.0, 1.0], [3.0, 0.0, 1.0]]",first,blurred,DCF,,model
8,5,"[[10.0, 1.0, 1.0], [9.0, 0.0, 1.0], [2.0, 1.0, 1.0], [6.0, 1.0, 0.0], [9.0, 0.0, 1.0], [5.0, 0.0, 1.0]]",first,blurred,DCF,,model
24,5,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [2.0, 1.0, 1.0], [3.0, 1.0, 1.0], [9.0, 0.0, 1.0], [3.0, 0.0, 0.0]]",first,blurred,DCF,,model
17,6,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [5.0, 0.0, 0.0]]",first,blurred,DCF,,model
6,6,"[[9.0, 0.0, 1.0], [2.0, 0.0, 1.0], [3.0, 0.0, 0.0], [2.0, 0.0, 1.0], [3.0, 0.0, 1.0], [1.0, 1.0, 1.0]]",second,blurred,DCF,,model
11,6,"[[10.0, 0.0, 1.0], [1.0, 0.0, 1.0], [1.0, 0.0, 1.0], [5.0, 0.0, 0.0], [5.0, 0.0, 1.0], [4.0, 1.0, 1.0]]",both,blurred,DCF,,model
14,6,"[[9.0, 0.0, 1.0], [2.0, 0.0, 0.0], [2.0, 0.0, 0.0], [2.0, 0.0, 1.0], [2.0, 0.0, 1.0], [3.0, 1.0, 1.0]]",second,blurred,DCF,,model
25,6,"[[10.0, 1.0, 1.0], [10.0, 0.0, 1.0], [10.0, 0.0, 1.0], [9.0, 0.0, 1.0], [10.0, 0.0, 0.0], [3.0, 0.0, 1.0]]",second,blurred,DCF,,model
19,6,"[[10.0, 1.0, 1.0], [10.0, 0.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [2.0, 0.0, 1.0]]",both,blurred,DCF,,model
22,6,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [3.0, 1.0, 1.0], [2.0, 1.0, 1.0], [10.0, 0.0, 0.0], [6.0, 0.0, 1.0]]",both,blurred,DCF,,model
9,6,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [10.0, 0.0, 1.0], [9.0, 0.0, 0.0], [10.0, 0.0, 0.0], [1.0, 0.0, 0.0]]",both,blurred,DCF,,model
3,6,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [1.0, 1.0, 1.0], [6.0, 1.0, 1.0], [10.0, 0.0, 1.0], [5.0, 0.0, 1.0]]",both,blurred,DCF,,model
15,1,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [3.0, 1.0, 0.0], [2.0, 1.0, 1.0], [10.0, 0.0, 0.0], [1.0, 0.0, 1.0]]",second,sharp,DCF,,model
18,1,"[[10.0, 1.0, 1.0], [10.0, 0.0, 1.0], [9.0, 0.0, 0.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [6.0, 0.0, 0.0]]",second,sharp,DCF,,model
1,1,"[[9.0, 1.0, 1.0], [9.0, 0.0, 0.0], [10.0, 0.0, 0.0], [9.0, 0.0, 1.0], [9.0, 0.0, 0.0], [1.0, 0.0, 1.0]]",both,sharp,DCF,,model
4,1,"[[10.0, 0.0, 1.0], [3.0, 0.0, 0.0], [1.0, 0.0, 1.0], [3.0, 0.0, 1.0], [6.0, 0.0, 1.0], [1.0, 1.0, 0.0]]",both,sharp,DCF,,model
23,1,"[[9.0, 0.0, 1.0], [3.0, 0.0, 1.0], [1.0, 0.0, 1.0], [3.0, 0.0, 1.0], [1.0, 0.0, 1.0], [2.0, 1.0, 0.0]]",both,sharp,DCF,,model
12,1,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [2.0, 1.0, 1.0], [2.0, 1.0, 0.0], [9.0, 0.0, 1.0], [6.0, 0.0, 0.0]]",both,sharp,DCF,,model
7,1,"[[10.0, 1.0, 1.0], [9.0, 0.0, 1.0], [1.0, 1.0, 1.0], [2.0, 1.0, 1.0], [9.0, 0.0, 1.0], [2.0, 0.0, 1.0]]",both,sharp,DCF,,model
26,1,"[[9.0, 0.0, 1.0], [2.0, 0.0, 1.0], [1.0, 0.0, 1.0], [5.0, 0.0, 1.0], [6.0, 0.0, 1.0], [1.0, 1.0, 1.0]]",second,sharp,DCF,,model
20,1,"[[10.0, 1.0, 1.0], [10.0, 0.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [10.0, 0.0, 1.0], [3.0, 0.0, 0.0]]",second,sharp,DCF,,model
10,2,"[[9.0, 1.0, 1.0], [9.0, 0.0, 0.0], [5.0, 1.0, 1.0], [2.0, 1.0, 1.0], [9.0, 0.0, 1.0], [5.0, 0.0, 1.0]]",both,sharp,DCF,,model
27,2,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [1.0, 1.0, 1.0], [2.0, 1.0, 1.0], [9.0, 0.0, 1.0], [1.0, 0.0, 1.0]]",second,sharp,DCF,,model
8,2,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [10.0, 0.0, 1.0], [1.0, 0.0, 1.0]]",first,sharp,DCF,,model
13,2,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [1.0, 1.0, 1.0], [1.0, 1.0, 0.0], [10.0, 0.0, 0.0], [2.0, 0.0, 1.0]]",first,sharp,DCF,,model
21,2,"[[9.0, 0.0, 1.0], [4.0, 0.0, 0.0], [2.0, 0.0, 1.0], [2.0, 0.0, 1.0], [4.0, 0.0, 0.0], [2.0, 1.0, 1.0]]",second,sharp,DCF,,model
24,2,"[[9.0, 0.0, 1.0], [2.0, 0.0, 1.0], [1.0, 0.0, 0.0], [3.0, 0.0, 1.0], [1.0, 0.0, 1.0], [3.0, 1.0, 1.0]]",first,sharp,DCF,,model
2,2,"[[10.0, 0.0, 1.0], [2.0, 0.0, 1.0], [5.0, 0.0, 1.0], [3.0, 0.0, 1.0], [2.0, 0.0, 0.0], [3.0, 1.0, 1.0]]",second,sharp,DCF,,model
5,2,"[[10.0, 0.0, 1.0], [2.0, 0.0, 1.0], [1.0, 0.0, 1.0], [1.0, 0.0, 1.0], [3.0, 0.0, 1.0], [1.0, 1.0, 1.0]]",second,sharp,DCF,,model
16,2,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [2.0, 1.0, 1.0], [2.0, 1.0, 1.0], [9.0, 0.0, 0.0], [5.0, 0.0, 0.0]]",first,sharp,DCF,,model
3,3,"[[9.0, 1.0, 1.0], [10.0, 0.0, 1.0], [1.0, 1.0, 0.0], [2.0, 1.0, 1.0], [10.0, 0.0, 1.0], [1.0, 0.0, 0.0]]",first,sharp,DCF,,model
11,3,"[[10.0, 0.0, 1.0], [6.0, 0.0, 1.0], [5.0, 0.0, 1.0], [3.0, 0.0, 1.0], [2.0, 0.0, 0.0], [3.0, 1.0, 0.0]]",second,sharp,DCF,,model
14,3,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [10.0, 0.0, 1.0], [9.0, 0.0, 1.0], [10.0, 0.0, 0.0], [1.0, 0.0, 1.0]]",second,sharp,DCF,,model
17,3,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [1.0, 1.0, 1.0], [5.0, 1.0, 1.0], [9.0, 0.0, 1.0], [5.0, 0.0, 0.0]]",both,sharp,DCF,,model
6,3,"[[9.0, 1.0, 1.0], [9.0, 0.0, 0.0], [2.0, 1.0, 1.0], [2.0, 1.0, 0.0], [10.0, 0.0, 0.0], [2.0, 0.0, 1.0]]",both,sharp,DCF,,model
25,3,"[[10.0, 0.0, 1.0], [1.0, 0.0, 1.0], [2.0, 0.0, 1.0], [4.0, 0.0, 1.0], [1.0, 0.0, 1.0], [4.0, 1.0, 0.0]]",first,sharp,DCF,,model
22,3,"[[10.0, 0.0, 1.0], [1.0, 0.0, 1.0], [2.0, 0.0, 0.0], [3.0, 0.0, 1.0], [3.0, 0.0, 1.0], [2.0, 1.0, 1.0]]",both,sharp,DCF,,model
9,3,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [10.0, 0.0, 0.0], [9.0, 0.0, 0.0], [9.0, 0.0, 0.0], [3.0, 0.0, 0.0]]",first,sharp,DCF,,model
19,3,"[[9.0, 1.0, 1.0], [9.0, 0.0, 0.0], [9.0, 0.0, 0.0], [10.0, 0.0, 1.0], [9.0, 0.0, 1.0], [2.0, 0.0, 1.0]]",both,sharp,DCF,,model
26,4,"[[9.0, 1.0, 1.0], [9.0, 0.0, 0.0], [10.0, 0.0, 1.0], [10.0, 0.0, 0.0], [10.0, 0.0, 1.0], [6.0, 0.0, 1.0]]",both,blurred,DCF,,model
18,4,"[[9.0, 1.0, 1.0], [10.0, 0.0, 0.0], [10.0, 0.0, 1.0], [10.0, 0.0, 1.0], [10.0, 0.0, 1.0], [1.0, 0.0, 1.0]]",second,blurred,DCF,,model
20,4,"[[10.0, 1.0, 1.0], [9.0, 0.0, 0.0], [1.0, 1.0, 1.0], [4.0, 1.0, 1.0], [10.0, 0.0, 1.0], [1.0, 0.0, 1.0]]",first,blurred,DCF,,model
4,4,"[[9.0, 0.0, 1.0], [1.0, 0.0, 1.0], [1.0, 0.0, 1.0], [3.0, 0.0, 1.0], [2.0, 0.0, 1.0], [2.0, 1.0, 1.0]]",first,blurred,DCF,,model
23,4,"[[10.0, 0.0, 1.0], [3.0, 0.0, 1.0], [3.0, 0.0, 0.0], [5.0, 0.0, 0.0], [4.0, 0.0, 0.0], [2.0, 1.0, 1.0]]",second,blurred,DCF,,model
12,4,"[[9.0, 1.0, 1.0], [10.0, 0.0, 0.0], [3.0, 1.0, 0.0], [2.0, 1.0, 1.0], [10.0, 0.0, 1.0], [2.0, 0.0, 1.0]]",first,blurred,DCF,,model
1,4,"[[9.0, 0.0, 1.0], [3.0, 0.0, 0.0], [4.0, 0.0, 1.0], [6.0, 0.0, 1.0], [6.0, 0.0, 1.0], [3.0, 1.0, 1.0]]",second,blurred,DCF,,model
7,4,"[[9.0, 1.0, 1.0], [10.0, 0.0, 0.0], [9.0, 0.0, 0.0], [10.0, 0.0, 1.0], [9.0, 0.0, 0.0], [2.0, 0.0, 1.0]]",first,blurred,DCF,,model
15,4,"[[9.0, 1.0, 1.0], [9.0, 0.0, 0.0], [9.0, 0.0, 0.0], [9.0, 0.0, 1.0], [10.0, 0.0, 1.0], [6.0, 0.0, 1.0]]",both,blurred,DCF,,model
2,5,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [1.0, 1.0, 1.0], [2.0, 1.0, 1.0], [9.0, 0.0, 1.0], [3.0, 0.0, 1.0]]",first,blurred,DCF,,model
27,5,"[[9.0, 1.0, 1.0], [10.0, 0.0, 1.0], [5.0, 1.0, 1.0], [1.0, 1.0, 1.0], [10.0, 0.0, 1.0], [2.0, 0.0, 1.0]]",both,blurred,DCF,,model
13,5,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [10.0, 0.0, 1.0], [10.0, 0.0, 1.0], [10.0, 0.0, 0.0], [1.0, 0.0, 1.0]]",second,blurred,DCF,,model
5,5,"[[10.0, 0.0, 1.0], [6.0, 0.0, 1.0], [6.0, 0.0, 1.0], [5.0, 0.0, 1.0], [6.0, 0.0, 0.0], [1.0, 1.0, 0.0]]",both,blurred,DCF,,model
10,5,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [9.0, 0.0, 0.0], [9.0, 0.0, 0.0], [10.0, 0.0, 1.0], [1.0, 0.0, 1.0]]",first,blurred,DCF,,model
21,5,"[[9.0, 0.0, 1.0], [6.0, 0.0, 1.0], [6.0, 0.0, 1.0], [4.0, 0.0, 1.0], [1.0, 0.0, 1.0], [1.0, 1.0, 0.0]]",first,blurred,DCF,,model
16,5,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [1.0, 1.0, 1.0], [1.0, 1.0, 1.0], [10.0, 0.0, 1.0], [3.0, 0.0, 1.0]]",first,blurred,DCF,,model
8,5,"[[10.0, 1.0, 1.0], [9.0, 0.0, 1.0], [2.0, 1.0, 1.0], [6.0, 1.0, 0.0], [9.0, 0.0, 1.0], [5.0, 0.0, 1.0]]",first,blurred,DCF,,model
24,5,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [2.0, 1.0, 1.0], [3.0, 1.0, 1.0], [9.0, 0.0, 1.0], [3.0, 0.0, 0.0]]",first,blurred,DCF,,model
17,6,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [5.0, 0.0, 0.0]]",first,blurred,DCF,,model
6,6,"[[9.0, 0.0, 1.0], [2.0, 0.0, 1.0], [3.0, 0.0, 0.0], [2.0, 0.0, 1.0], [3.0, 0.0, 1.0], [1.0, 1.0, 1.0]]",second,blurred,DCF,,model
11,6,"[[10.0, 0.0, 1.0], [1.0, 0.0, 1.0], [1.0, 0.0, 1.0], [5.0, 0.0, 0.0], [5.0, 0.0, 1.0], [4.0, 1.0, 1.0]]",both,blurred,DCF,,model
14,6,"[[9.0, 0.0, 1.0], [2.0, 0.0, 0.0], [2.0, 0.0, 0.0], [2.0, 0.0, 1.0], [2.0, 0.0, 1.0], [3.0, 1.0, 1.0]]",second,blurred,DCF,,model
25,6,"[[10.0, 1.0, 1.0], [10.0, 0.0, 1.0], [10.0, 0.0, 1.0], [9.0, 0.0, 1.0], [10.0, 0.0, 0.0], [3.0, 0.0, 1.0]]",second,blurred,DCF,,model
19,6,"[[10.0, 1.0, 1.0], [10.0, 0.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [2.0, 0.0, 1.0]]",both,blurred,DCF,,model
22,6,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [3.0, 1.0, 1.0], [2.0, 1.0, 1.0], [10.0, 0.0, 0.0], [6.0, 0.0, 1.0]]",both,blurred,DCF,,model
9,6,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [10.0, 0.0, 1.0], [9.0, 0.0, 0.0], [10.0, 0.0, 0.0], [1.0, 0.0, 0.0]]",both,blurred,DCF,,model
3,6,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [1.0, 1.0, 1.0], [6.0, 1.0, 1.0], [10.0, 0.0, 1.0], [5.0, 0.0, 1.0]]",both,blurred,DCF,,model
15,1,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [3.0, 1.0, 0.0], [2.0, 1.0, 1.0], [10.0, 0.0, 0.0], [1.0, 0.0, 1.0]]",second,sharp,DCF,,model
18,1,"[[10.0, 1.0, 1.0], [10.0, 0.0, 1.0], [9.0, 0.0, 0.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [6.0, 0.0, 0.0]]",second,sharp,DCF,,model
1,1,"[[9.0, 1.0, 1.0], [9.0, 0.0, 0.0], [10.0, 0.0, 0.0], [9.0, 0.0, 1.0], [9.0, 0.0, 0.0], [1.0, 0.0, 1.0]]",both,sharp,DCF,,model
4,1,"[[10.0, 0.0, 1.0], [3.0, 0.0, 0.0], [1.0, 0.0, 1.0], [3.0, 0.0, 1.0], [6.0, 0.0, 1.0], [1.0, 1.0, 0.0]]",both,sharp,DCF,,model
23,1,"[[9.0, 0.0, 1.0], [3.0, 0.0, 1.0], [1.0, 0.0, 1.0], [3.0, 0.0, 1.0], [1.0, 0.0, 1.0], [2.0, 1.0, 0.0]]",both,sharp,DCF,,model
12,1,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [2.0, 1.0, 1.0], [2.0, 1.0, 0.0], [9.0, 0.0, 1.0], [6.0, 0.0, 0.0]]",both,sharp,DCF,,model
7,1,"[[10.0, 1.0, 1.0], [9.0, 0.0, 1.0], [1.0, 1.0, 1.0], [2.0, 1.0, 1.0], [9.0, 0.0, 1.0], [2.0, 0.0, 1.0]]",both,sharp,DCF,,model
26,1,"[[9.0, 0.0, 1.0], [2.0, 0.0, 1.0], [1.0, 0.0, 1.0], [5.0, 0.0, 1.0], [6.0, 0.0, 1.0], [1.0, 1.0, 1.0]]",second,sharp,DCF,,model
20,1,"[[10.0, 1.0, 1.0], [10.0, 0.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [10.0, 0.0, 1.0], [3.0, 0.0, 0.0]]",second,sharp,DCF,,model
10,2,"[[9.0, 1.0, 1.0], [9.0, 0.0, 0.0], [5.0, 1.0, 1.0], [2.0, 1.0, 1.0], [9.0, 0.0, 1.0], [5.0, 0.0, 1.0]]",both,sharp,DCF,,model
27,2,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [1.0, 1.0, 1.0], [2.0, 1.0, 1.0], [9.0, 0.0, 1.0], [1.0, 0.0, 1.0]]",second,sharp,DCF,,model
8,2,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [9.0, 0.0, 1.0], [10.0, 0.0, 1.0], [1.0, 0.0, 1.0]]",first,sharp,DCF,,model
13,2,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [1.0, 1.0, 1.0], [1.0, 1.0, 0.0], [10.0, 0.0, 0.0], [2.0, 0.0, 1.0]]",first,sharp,DCF,,model
21,2,"[[9.0, 0.0, 1.0], [4.0, 0.0, 0.0], [2.0, 0.0, 1.0], [2.0, 0.0, 1.0], [4.0, 0.0, 0.0], [2.0, 1.0, 1.0]]",second,sharp,DCF,,model
24,2,"[[9.0, 0.0, 1.0], [2.0, 0.0, 1.0], [1.0, 0.0, 0.0], [3.0, 0.0, 1.0], [1.0, 0.0, 1.0], [3.0, 1.0, 1.0]]",first,sharp,DCF,,model
2,2,"[[10.0, 0.0, 1.0], [2.0, 0.0, 1.0], [5.0, 0.0, 1.0], [3.0, 0.0, 1.0], [2.0, 0.0, 0.0], [3.0, 1.0, 1.0]]",second,sharp,DCF,,model
5,2,"[[10.0, 0.0, 1.0], [2.0, 0.0, 1.0], [1.0, 0.0, 1.0], [1.0, 0.0, 1.0], [3.0, 0.0, 1.0], [1.0, 1.0, 1.0]]",second,sharp,DCF,,model
16,2,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [2.0, 1.0, 1.0], [2.0, 1.0, 1.0], [9.0, 0.0, 0.0], [5.0, 0.0, 0.0]]",first,sharp,DCF,,model
3,3,"[[9.0, 1.0, 1.0], [10.0, 0.0, 1.0], [1.0, 1.0, 0.0], [2.0, 1.0, 1.0], [10.0, 0.0, 1.0], [1.0, 0.0, 0.0]]",first,sharp,DCF,,model
11,3,"[[10.0, 0.0, 1.0], [6.0, 0.0, 1.0], [5.0, 0.0, 1.0], [3.0, 0.0, 1.0], [2.0, 0.0, 0.0], [3.0, 1.0, 0.0]]",second,sharp,DCF,,model
14,3,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [10.0, 0.0, 1.0], [9.0, 0.0, 1.0], [10.0, 0.0, 0.0], [1.0, 0.0, 1.0]]",second,sharp,DCF,,model
17,3,"[[9.0, 1.0, 1.0], [9.0, 0.0, 1.0], [1.0, 1.0, 1.0], [5.0, 1.0, 1.0], [9.0, 0.0, 1.0], [5.0, 0.0, 0.0]]",both,sharp,DCF,,model
6,3,"[[9.0, 1.0, 1.0], [9.0, 0.0, 0.0], [2.0, 1.0, 1.0], [2.0, 1.0, 0.0], [10.0, 0.0, 0.0], [2.0, 0.0, 1.0]]",both,sharp,DCF,,model
25,3,"[[10.0, 0.0, 1.0], [1.0, 0.0, 1.0], [2.0, 0.0, 1.0], [4.0, 0.0, 1.0], [1.0, 0.0, 1.0], [4.0, 1.0, 0.0]]",first,sharp,DCF,,model
22,3,"[[10.0, 0.0, 1.0], [1.0, 0.0, 1.0], [2.0, 0.0, 0.0], [3.0, 0.0, 1.0], [3.0, 0.0, 1.0], [2.0, 1.0, 1.0]]",both,sharp,DCF,,model
9,3,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [10.0, 0.0, 0.0], [9.0, 0.0, 0.0], [9.0, 0.0, 0.0], [3.0, 0.0, 0.0]]",first,sharp,DCF,,model
19,3,"[[9.0, 1.0, 1.0], [9.0, 0.0, 0.0], [9.0, 0.0, 0.0], [10.0, 0.0, 1.0], [9.0, 0.0, 1.0], [2.0, 0.0, 1.0]]",both,sharp,DCF,,model
26,4,"[[9.0, 1.0, 1.0], [9.0, 0.0, 0.0], [10.0, 0.0, 1.0], [10.0, 0.0, 0.0], [10.0, 0.0, 1.0], [6.0, 0.0, 1.0]]",both,blurred,DCF,,model
18,4,"[[9.0, 1.0, 1.0], [10.0, 0.0, 0.0], [10.0, 0.0, 1.0], [10.0, 0.0, 1.0], [10.0, 0.0, 1.0], [1.0, 0.0, 1.0]]",second,blurred,DCF,,model
20,4,"[[10.0, 1.0, 1.0], [9.0, 0.0, 0.0], [1.0, 1.0, 1.0], [4.0, 1.0, 1.0], [10.0, 0.0, 1.0], [1.0, 0.0, 1.0]]",first,blurred,DCF,,model
4,4,"[[9.0, 0.0, 1.0], [1.0, 0.0, 1.0], [1.0, 0.0, 1.0], [3.0, 0.0, 1.0], [2.0, 0.0, 1.0], [2.0, 1.0, 1.0]]",first,blurred,DCF,,model
23,4,"[[10.0, 0.0, 1.0], [3.0, 0.0, 1.0], [3.0, 0.0, 0.0], [5.0, 0.0, 0.0], [4.0, 0.0, 0.0], [2.0, 1.0, 1.0]]",second,blurred,DCF,,model
12,4,"[[9.0, 1.0, 1.0], [10.0, 0.0, 0.0], [3.0, 1.0, 0.0], [2.0, 1.0, 1.0], [10.0, 0.0, 1.0], [2.0, 0.0, 1.0]]",first,blurred,DCF,,model
1,4,"[[9.0, 0.0, 1.0], [3.0, 0.0, 0.0], [4.0, 0.0, 1.0], [6.0, 0.0, 1.0], [6.0, 0.0, 1.0], [3.0, 1.0, 1.0]]",second,blurred,DCF,,model
7,4,"[[9.0, 1.0, 1.0], [10.0, 0.0, 0.0], [9.0, 0.0, 0.0], [10.0, 0.0, 1.0], [9.0, 0.0, 0.0], [2.0, 0.0, 1.0]]",first,blurred,DCF,,model
15,4,"[[9.0, 1.0, 1.0], [9.0, 0.0, 0.0], [9.0, 0.0, 0.0], [9.0, 0.0, 1.0], [10.0, 0.0, 1.0], [6.0, 0.0, 1.0]]",both,blurred,DCF,,model
2,5,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [1.0, 1.0, 1.0], [2.0, 1.0, 1.0], [9.0, 0.0, 1.0], [3.0, 0.0, 1.0]]",first,blurred,DCF,,model
27,5,"[[9.0, 1.0, 1.0], [10.0, 0.0, 1.0], [5.0, 1.0, 1.0], [1.0, 1.0, 1.0], [10.0, 0.0, 1.0], [2.0, 0.0, 1.0]]",both,blurred,DCF,,model
13,5,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [10.0, 0.0, 1.0], [10.0, 0.0, 1.0], [10.0, 0.0, 0.0], [1.0, 0.0, 1.0]]",second,blurred,DCF,,model
5,5,"[[10.0, 0.0, 1.0], [6.0, 0.0, 1.0], [6.0, 0.0, 1.0], [5.0, 0.0, 1.0], [6.0, 0.0, 0.0], [1.0, 1.0, 0.0]]",both,blurred,DCF,,model
10,5,"[[10.0, 1.0, 1.0], [10.0, 0.0, 0.0], [9.0, 0.0, 0.0], [9.0, 0.0, 0.0], [10.0, 0.0, 1.0], [1.0, 0.0, 1.0]]",first,blurred,DCF,,model
21,5,"[[9.0, 0.0, 1.0], [6.0, 0.0, 1.0], [6.0, 0.0, 1.0], [4.0, 0.0, 1.0], [1.0, 0.0, 1.0], [1.0, 1.0, 0.0]]",first,blurred,DCF,,model
