id,item,conditions,sharpness,relevant_property,combination,human_slider
21,19,erdc,blurred,first,dimension_color,1.0
21,17,erdc,blurred,first,dimension_color,1.0
21,14,brdc,blurred,both,dimension_color,1.0
21,6,zrdc,blurred,second,dimension_color,1.0
21,6,brdc,blurred,both,dimension_color,1.0
21,22,erdc,blurred,first,dimension_color,1.0
21,3,brdc,blurred,both,dimension_color,1.0
21,11,erdc,blurred,first,dimension_color,1.0
21,11,zrdc,blurred,second,dimension_color,1.0
21,14,zrdc,blurred,second,dimension_color,1.0
21,11,brdc,blurred,both,dimension_color,1.0
21,3,erdc,blurred,first,dimension_color,1.0
21,25,erdc,blurred,first,dimension_color,1.0
21,19,zrdc,blurred,second,dimension_color,1.0
22,3,zrdc,blurred,second,dimension_color,0.5
22,17,brdc,blurred,both,dimension_color,0.5
22,14,brdc,blurred,both,dimension_color,0.5
22,14,erdc,blurred,first,dimension_color,0.5
22,25,zrdc,blurred,second,dimension_color,0.5
22,19,brdc,blurred,both,dimension_color,0.5
22,14,zrdc,blurred,second,dimension_color,0.5
22,3,brdc,blurred,both,dimension_color,0.5
22,9,erdc,blurred,first,dimension_color,0.5
22,25,erdc,blurred,first,dimension_color,0.5
22,22,brdc,blurred,both,dimension_color,0.5
22,17,zrdc,blurred,second,dimension_color,0.5
22,22,erdc,blurred,first,dimension_color,0.5
22,11,brdc,blurred,both,dimension_color,0.5
22,11,erdc,blurred,first,dimension_color,0.5
22,22,zrdc,blurred,second,dimension_color,0.5
22,19,zrdc,blurred,second,dimension_color,0.5
22,19,erdc,blurred,first,dimension_color,0.5
22,6,erdc,blurred,first,dimension_color,0.5
22,6,brdc,blurred,both,dimension_color,0.5
22,6,zrdc,blurred,second,dimension_color,0.5
22,11,zrdc,blurred,second,dimension_color,0.5
22,9,brdc,blurred,both,dimension_color,0.5
22,9,zrdc,blurred,second,dimension_color,0.5
22,25,brdc,blurred,both,dimension_color,0.5
22,3,erdc,blurred,first,dimension_color,0.5
23,23,zrdc,blurred,second,dimension_color,1.0
23,20,erdc,blurred,first,dimension_color,0.5
23,26,erdc,blurred,first,dimension_color,1.0
23,18,brdc,blurred,both,dimension_color,0.25999999046325684
23,15,brdc,blurred,both,dimension_color,0.8399999737739563
23,7,erdc,blurred,first,dimension_color,0.7900000214576721
23,18,erdc,blurred,first,dimension_color,0.8500000238418579
23,4,brdc,blurred,both,dimension_color,1.0
23,18,zrdc,blurred,second,dimension_color,1.0
23,23,brdc,blurred,both,dimension_color,1.0
23,12,zrdc,blurred,second,dimension_color,1.0
23,7,brdc,blurred,both,dimension_color,0.0
23,4,zrdc,blurred,second,dimension_color,1.0
23,12,erdc,blurred,first,dimension_color,1.0
23,1,zrdc,blurred,second,dimension_color,1.0
23,26,brdc,blurred,both,dimension_color,0.0
23,4,erdc,blurred,first,dimension_color,1.0
23,1,brdc,blurred,both,dimension_color,1.0
23,20,brdc,blurred,both,dimension_color,1.0
23,15,zrdc,blurred,second,dimension_color,1.0
23,12,brdc,blurred,both,dimension_color,1.0
23,26,zrdc,blurred,second,dimension_color,0.0
23,20,zrdc,blurred,second,dimension_color,1.0
23,23,erdc,blurred,first,dimension_color,1.0
23,1,erdc,blurred,first,dimension_color,1.0
23,7,zrdc,blurred,second,dimension_color,1.0
24,20,zrdc,sharp,second,dimension_color,0.17000000178813934
24,15,brdc,sharp,both,dimension_color,0.8299999833106995
24,23,brdc,sharp,both,dimension_color,0.27000001072883606
24,26,erdc,sharp,first,dimension_color,0.20000000298023224
24,18,brdc,sharp,both,dimension_color,0.8100000023841858
24,20,erdc,sharp,first,dimension_color,0.8700000047683716
24,4,brdc,sharp,both,dimension_color,0.18000000715255737
24,4,zrdc,sharp,second,dimension_color,0.14000000059604645
24,26,zrdc,sharp,second,dimension_color,0.14000000059604645
24,7,zrdc,sharp,second,dimension_color,0.09000000357627869
24,1,zrdc,sharp,second,dimension_color,0.10999999940395355
24,12,brdc,sharp,both,dimension_color,0.8100000023841858
24,20,brdc,sharp,both,dimension_color,0.27000001072883606
24,7,brdc,sharp,both,dimension_color,0.8399999737739563
24,1,erdc,sharp,first,dimension_color,0.8899999856948853
24,15,zrdc,sharp,second,dimension_color,0.10999999940395355
24,18,zrdc,sharp,second,dimension_color,0.14000000059604645
24,23,zrdc,sharp,second,dimension_color,0.11999999731779099
24,12,zrdc,sharp,second,dimension_color,0.10999999940395355
24,1,brdc,sharp,both,dimension_color,0.8600000143051147
24,12,erdc,sharp,first,dimension_color,0.8299999833106995
24,15,erdc,sharp,first,dimension_color,0.800000011920929
24,4,erdc,sharp,first,dimension_color,0.7699999809265137
24,7,erdc,sharp,first,dimension_color,0.8299999833106995
24,23,erdc,sharp,first,dimension_color,0.8999999761581421
24,18,erdc,sharp,first,dimension_color,0.8199999928474426
25,25,erdc,blurred,first,dimension_color,0.75
25,11,zrdc,blurred,second,dimension_color,1.0
25,11,erdc,blurred,first,dimension_color,0.9300000071525574
25,19,brdc,blurred,both,dimension_color,0.8799999952316284
25,22,brdc,blurred,both,dimension_color,0.9300000071525574
25,25,brdc,blurred,both,dimension_color,1.0
25,17,zrdc,blurred,second,dimension_color,1.0
25,6,zrdc,blurred,second,dimension_color,1.0
25,9,erdc,blurred,first,dimension_color,1.0
25,6,brdc,blurred,both,dimension_color,1.0
25,19,zrdc,blurred,second,dimension_color,1.0
25,3,brdc,blurred,both,dimension_color,1.0
25,9,brdc,blurred,both,dimension_color,1.0
25,22,erdc,blurred,first,dimension_color,1.0
25,14,erdc,blurred,first,dimension_color,1.0
25,14,zrdc,blurred,second,dimension_color,0.8999999761581421
25,19,erdc,blurred,first,dimension_color,1.0
25,25,zrdc,blurred,second,dimension_color,1.0
25,3,zrdc,blurred,second,dimension_color,0.9200000166893005
25,6,erdc,blurred,first,dimension_color,1.0
25,3,erdc,blurred,first,dimension_color,1.0
25,9,zrdc,blurred,second,dimension_color,1.0
25,11,brdc,blurred,both,dimension_color,1.0
25,22,zrdc,blurred,second,dimension_color,1.0
26,19,brdc,sharp,both,dimension_color,0.9100000262260437
26,17,erdc,sharp,first,dimension_color,1.0
26,22,erdc,sharp,first,dimension_color,1.0
26,11,erdc,sharp,first,dimension_color,1.0
26,17,brdc,sharp,both,dimension_color,1.0
26,22,brdc,sharp,both,dimension_color,1.0
26,9,brdc,sharp,both,dimension_color,1.0
26,3,zrdc,sharp,second,dimension_color,1.0
26,11,brdc,sharp,both,dimension_color,1.0
26,25,zrdc,sharp,second,dimension_color,0.9900000095367432
26,14,erdc,sharp,first,dimension_color,1.0
26,19,zrdc,sharp,second,dimension_color,1.0
26,3,erdc,sharp,first,dimension_color,1.0
26,17,zrdc,sharp,second,dimension_color,1.0
26,19,erdc,sharp,first,dimension_color,1.0
26,6,erdc,sharp,first,dimension_color,1.0
26,6,brdc,sharp,both,dimension_color,1.0
26,11,zrdc,sharp,second,dimension_color,1.0
26,3,brdc,sharp,both,dimension_color,1.0
26,14,zrdc,sharp,second,dimension_color,1.0
26,25,erdc,sharp,first,dimension_color,1.0
26,14,brdc,sharp,both,dimension_color,1.0
26,9,zrdc,sharp,second,dimension_color,1.0
26,22,zrdc,sharp,second,dimension_color,1.0
26,25,brdc,sharp,both,dimension_color,1.0
26,6,zrdc,sharp,second,dimension_color,1.0
26,9,erdc,sharp,first,dimension_color,1.0
27,1,erdc,blurred,first,dimension_color,0.9900000095367432
27,18,brdc,blurred,both,dimension_color,0.9800000190734863
27,7,zrdc,blurred,second,dimension_color,0.9800000190734863
27,15,erdc,blurred,first,dimension_color,0.27000001072883606
27,23,brdc,blurred,both,dimension_color,0.699999988079071
27,18,zrdc,blurred,second,dimension_color,0.8899999856948853
27,18,erdc,blurred,first,dimension_color,0.800000011920929
27,20,brdc,blurred,both,dimension_color,0.9900000095367432
27,26,brdc,blurred,both,dimension_color,0.9700000286102295
27,26,zrdc,blurred,second,dimension_color,0.5
27,12,zrdc,blurred,second,dimension_color,0.5
27,1,brdc,blurred,both,dimension_color,0.5
27,15,zrdc,blurred,second,dimension_color,0.5
27,12,erdc,blurred,first,dimension_color,0.5
27,23,erdc,blurred,first,dimension_color,0.5
27,15,brdc,blurred,both,dimension_color,0.5
27,20,zrdc,blurred,second,dimension_color,0.5
27,4,brdc,blurred,both,dimension_color,0.5
27,7,brdc,blurred,both,dimension_color,0.5
27,4,zrdc,blurred,second,dimension_color,0.5
27,1,zrdc,blurred,second,dimension_color,0.5
27,4,erdc,blurred,first,dimension_color,0.5
27,7,erdc,blurred,first,dimension_color,0.5
27,12,brdc,blurred,both,dimension_color,0.5
27,23,zrdc,blurred,second,dimension_color,0.5
28,2,erdc,blurred,first,dimension_color,0.8899999856948853
28,27,zrdc,blurred,second,dimension_color,0.0
28,21,erdc,blurred,first,dimension_color,0.07999999821186066
28,13,zrdc,blurred,second,dimension_color,0.9300000071525574
28,8,zrdc,blurred,second,dimension_color,0.029999999329447746
28,2,brdc,blurred,both,dimension_color,0.10000000149011612
28,8,brdc,blurred,both,dimension_color,0.9700000286102295
28,10,erdc,blurred,first,dimension_color,0.9300000071525574
28,16,zrdc,blurred,second,dimension_color,0.03999999910593033
28,8,erdc,blurred,first,dimension_color,0.5
28,5,zrdc,blurred,second,dimension_color,0.8500000238418579
28,16,brdc,blurred,both,dimension_color,0.5
28,10,zrdc,blurred,second,dimension_color,0.5
28,24,zrdc,blurred,second,dimension_color,0.5
28,27,brdc,blurred,both,dimension_color,0.5
28,13,erdc,blurred,first,dimension_color,0.5
28,2,zrdc,blurred,second,dimension_color,0.5
28,21,brdc,blurred,both,dimension_color,0.5
28,16,erdc,blurred,first,dimension_color,0.5
28,24,brdc,blurred,both,dimension_color,0.5
28,5,brdc,blurred,both,dimension_color,0.5
28,27,erdc,blurred,first,dimension_color,0.5
28,21,zrdc,blurred,second,dimension_color,0.36000001430511475
28,10,brdc,blurred,both,dimension_color,0.44999998807907104
28,13,brdc,blurred,both,dimension_color,0.9700000286102295
28,24,erdc,blurred,first,dimension_color,0.6299999952316284
29,15,erdc,sharp,first,dimension_color,0.0
29,1,zrdc,sharp,second,dimension_color,0.0
29,7,erdc,sharp,first,dimension_color,1.0
29,7,zrdc,sharp,second,dimension_color,0.0
29,4,brdc,sharp,both,dimension_color,1.0
29,12,zrdc,sharp,second,dimension_color,0.0
29,20,erdc,sharp,first,dimension_color,0.0
29,1,brdc,sharp,both,dimension_color,1.0
29,15,brdc,sharp,both,dimension_color,1.0
29,1,erdc,sharp,first,dimension_color,1.0
29,23,erdc,sharp,first,dimension_color,1.0
29,26,erdc,sharp,first,dimension_color,1.0
29,4,erdc,sharp,first,dimension_color,1.0
29,23,zrdc,sharp,second,dimension_color,0.0
29,15,zrdc,sharp,second,dimension_color,0.0
29,20,brdc,sharp,both,dimension_color,0.0
29,23,brdc,sharp,both,dimension_color,0.0
29,18,erdc,sharp,first,dimension_color,1.0
29,20,zrdc,sharp,second,dimension_color,0.0
29,4,zrdc,sharp,second,dimension_color,0.0
29,18,brdc,sharp,both,dimension_color,0.0
29,12,brdc,sharp,both,dimension_color,0.9900000095367432
29,7,brdc,sharp,both,dimension_color,0.0
29,12,erdc,sharp,first,dimension_color,1.0
29,18,zrdc,sharp,second,dimension_color,0.0
29,26,zrdc,sharp,second,dimension_color,0.0
29,26,brdc,sharp,both,dimension_color,0.0
30,6,brdc,sharp,both,dimension_color,1.0
30,17,erdc,sharp,first,dimension_color,1.0
30,22,erdc,sharp,first,dimension_color,1.0
30,3,brdc,sharp,both,dimension_color,0.7699999809265137
30,6,zrdc,sharp,second,dimension_color,0.8500000238418579
30,9,brdc,sharp,both,dimension_color,0.7699999809265137
30,9,zrdc,sharp,second,dimension_color,0.7900000214576721
30,3,erdc,sharp,first,dimension_color,0.8500000238418579
30,19,brdc,sharp,both,dimension_color,0.7799999713897705
30,25,erdc,sharp,first,dimension_color,0.800000011920929
30,14,erdc,sharp,first,dimension_color,0.8600000143051147
30,17,brdc,sharp,both,dimension_color,0.7300000190734863
30,17,zrdc,sharp,second,dimension_color,0.8199999928474426
30,19,zrdc,sharp,second,dimension_color,0.7799999713897705
30,9,erdc,sharp,first,dimension_color,0.8299999833106995
30,14,brdc,sharp,both,dimension_color,0.8100000023841858
30,3,zrdc,sharp,second,dimension_color,0.14000000059604645
30,25,brdc,sharp,both,dimension_color,0.7900000214576721
30,22,zrdc,sharp,second,dimension_color,0.20999999344348907
30,11,zrdc,sharp,second,dimension_color,0.09000000357627869
30,11,brdc,sharp,both,dimension_color,0.9100000262260437
30,22,brdc,sharp,both,dimension_color,0.7900000214576721
30,6,erdc,sharp,first,dimension_color,0.9200000166893005
30,11,erdc,sharp,first,dimension_color,0.8600000143051147
30,25,zrdc,sharp,second,dimension_color,0.1899999976158142
30,19,erdc,sharp,first,dimension_color,0.8500000238418579
30,14,zrdc,sharp,second,dimension_color,0.8899999856948853
31,23,brdc,sharp,both,dimension_color,1.0
31,4,erdc,sharp,first,dimension_color,1.0
31,20,zrdc,sharp,second,dimension_color,1.0
31,26,zrdc,sharp,second,dimension_color,0.0
31,1,zrdc,sharp,second,dimension_color,0.0
31,1,brdc,sharp,both,dimension_color,1.0
31,20,brdc,sharp,both,dimension_color,1.0
31,4,brdc,sharp,both,dimension_color,1.0
31,26,brdc,sharp,both,dimension_color,0.9599999785423279
31,15,zrdc,sharp,second,dimension_color,0.9300000071525574
31,7,brdc,sharp,both,dimension_color,0.9599999785423279
31,12,erdc,sharp,first,dimension_color,0.9800000190734863
31,18,zrdc,sharp,second,dimension_color,0.9800000190734863
31,12,zrdc,sharp,second,dimension_color,1.0
31,12,brdc,sharp,both,dimension_color,0.9800000190734863
31,23,zrdc,sharp,second,dimension_color,0.9900000095367432
31,18,erdc,sharp,first,dimension_color,0.9800000190734863
31,15,brdc,sharp,both,dimension_color,1.0
31,4,zrdc,sharp,second,dimension_color,0.0
31,7,erdc,sharp,first,dimension_color,1.0
31,18,brdc,sharp,both,dimension_color,1.0
31,23,erdc,sharp,first,dimension_color,1.0
31,7,zrdc,sharp,second,dimension_color,0.0
31,15,erdc,sharp,first,dimension_color,1.0
31,1,erdc,sharp,first,dimension_color,1.0
31,20,erdc,sharp,first,dimension_color,1.0
31,26,erdc,sharp,first,dimension_color,1.0
32,17,erdc,sharp,first,dimension_color,0.9100000262260437
32,14,zrdc,sharp,second,dimension_color,1.0
32,19,zrdc,sharp,second,dimension_color,1.0
32,11,brdc,sharp,both,dimension_color,0.9200000166893005
32,11,erdc,sharp,first,dimension_color,1.0
32,3,erdc,sharp,first,dimension_color,1.0
32,6,zrdc,sharp,second,dimension_color,1.0
32,14,erdc,sharp,first,dimension_color,1.0
32,6,erdc,sharp,first,dimension_color,0.9700000286102295
32,6,brdc,sharp,both,dimension_color,1.0
32,19,erdc,sharp,first,dimension_color,1.0
32,17,zrdc,sharp,second,dimension_color,0.9800000190734863
32,3,brdc,sharp,both,dimension_color,0.9800000190734863
32,11,zrdc,sharp,second,dimension_color,1.0
32,9,erdc,sharp,first,dimension_color,0.9900000095367432
32,19,brdc,sharp,both,dimension_color,0.9599999785423279
32,17,brdc,sharp,both,dimension_color,1.0
32,25,erdc,sharp,first,dimension_color,0.9900000095367432
32,9,zrdc,sharp,second,dimension_color,0.9900000095367432
32,14,brdc,sharp,both,dimension_color,0.9900000095367432
32,3,zrdc,sharp,second,dimension_color,0.9900000095367432
32,25,zrdc,sharp,second,dimension_color,0.9800000190734863
32,9,brdc,sharp,both,dimension_color,0.9800000190734863
32,22,brdc,sharp,both,dimension_color,0.9800000190734863
32,22,erdc,sharp,first,dimension_color,0.9800000190734863
32,25,brdc,sharp,both,dimension_color,1.0
32,22,zrdc,sharp,second,dimension_color,0.9900000095367432
33,1,zrdc,blurred,second,dimension_color,0.019999999552965164
33,20,brdc,blurred,both,dimension_color,0.9800000190734863
33,12,brdc,blurred,both,dimension_color,0.0
33,26,brdc,blurred,both,dimension_color,0.019999999552965164
33,1,erdc,blurred,first,dimension_color,0.0
33,15,brdc,blurred,both,dimension_color,0.9800000190734863
33,4,brdc,blurred,both,dimension_color,0.949999988079071
33,18,brdc,blurred,both,dimension_color,0.009999999776482582
33,4,zrdc,blurred,second,dimension_color,0.0
33,15,erdc,blurred,first,dimension_color,0.019999999552965164
33,1,brdc,blurred,both,dimension_color,1.0
33,12,erdc,blurred,first,dimension_color,0.0
33,26,erdc,blurred,first,dimension_color,1.0
33,12,zrdc,blurred,second,dimension_color,0.9700000286102295
33,7,zrdc,blurred,second,dimension_color,0.029999999329447746
33,4,erdc,blurred,first,dimension_color,0.029999999329447746
33,23,erdc,blurred,first,dimension_color,0.029999999329447746
33,7,brdc,blurred,both,dimension_color,0.05000000074505806
33,18,zrdc,blurred,second,dimension_color,0.0
33,26,zrdc,blurred,second,dimension_color,0.03999999910593033
33,7,erdc,blurred,first,dimension_color,0.019999999552965164
33,23,zrdc,blurred,second,dimension_color,1.0
33,18,erdc,blurred,first,dimension_color,1.0
33,15,zrdc,blurred,second,dimension_color,0.9599999785423279
33,20,zrdc,blurred,second,dimension_color,0.0
33,23,brdc,blurred,both,dimension_color,0.029999999329447746
34,3,erdc,sharp,first,dimension_color,0.8299999833106995
34,19,erdc,sharp,first,dimension_color,1.0
34,14,zrdc,sharp,second,dimension_color,0.0
34,17,erdc,sharp,first,dimension_color,0.0
34,22,brdc,sharp,both,dimension_color,1.0
34,25,zrdc,sharp,second,dimension_color,0.0
34,6,brdc,sharp,both,dimension_color,0.0
34,11,brdc,sharp,both,dimension_color,0.0
34,22,zrdc,sharp,second,dimension_color,0.0
34,11,erdc,sharp,first,dimension_color,1.0
34,9,brdc,sharp,both,dimension_color,1.0
34,17,zrdc,sharp,second,dimension_color,0.0
34,17,brdc,sharp,both,dimension_color,0.0
34,3,brdc,sharp,both,dimension_color,0.0
34,6,erdc,sharp,first,dimension_color,0.0
34,3,zrdc,sharp,second,dimension_color,0.0
34,9,erdc,sharp,first,dimension_color,1.0
34,25,brdc,sharp,both,dimension_color,1.0
34,19,brdc,sharp,both,dimension_color,1.0
34,6,zrdc,sharp,second,dimension_color,1.0
34,19,zrdc,sharp,second,dimension_color,0.0
34,14,erdc,sharp,first,dimension_color,1.0
34,22,erdc,sharp,first,dimension_color,1.0
34,25,erdc,sharp,first,dimension_color,1.0
34,14,brdc,sharp,both,dimension_color,1.0
34,11,zrdc,sharp,second,dimension_color,1.0
34,9,zrdc,sharp,second,dimension_color,0.0
35,26,zrdc,sharp,second,dimension_color,0.0
35,1,erdc,sharp,first,dimension_color,1.0
35,18,zrdc,sharp,second,dimension_color,1.0
35,12,brdc,sharp,both,dimension_color,1.0
35,20,zrdc,sharp,second,dimension_color,1.0
35,26,brdc,sharp,both,dimension_color,1.0
35,7,zrdc,sharp,second,dimension_color,1.0
35,4,brdc,sharp,both,dimension_color,1.0
35,26,erdc,sharp,first,dimension_color,1.0
35,4,erdc,sharp,first,dimension_color,0.9599999785423279
35,23,zrdc,sharp,second,dimension_color,1.0
35,20,brdc,sharp,both,dimension_color,1.0
35,1,brdc,sharp,both,dimension_color,1.0
35,4,zrdc,sharp,second,dimension_color,1.0
35,18,erdc,sharp,first,dimension_color,1.0
35,15,erdc,sharp,first,dimension_color,1.0
35,7,brdc,sharp,both,dimension_color,1.0
35,23,brdc,sharp,both,dimension_color,1.0
35,15,brdc,sharp,both,dimension_color,1.0
35,12,zrdc,sharp,second,dimension_color,1.0
35,7,erdc,sharp,first,dimension_color,1.0
35,15,zrdc,sharp,second,dimension_color,1.0
35,12,erdc,sharp,first,dimension_color,1.0
35,23,erdc,sharp,first,dimension_color,1.0
35,1,zrdc,sharp,second,dimension_color,1.0
35,18,brdc,sharp,both,dimension_color,1.0
35,20,erdc,sharp,first,dimension_color,1.0
36,1,brdc,sharp,both,dimension_color,0.10000000149011612
36,23,erdc,sharp,first,dimension_color,0.11999999731779099
36,23,zrdc,sharp,second,dimension_color,0.8299999833106995
36,4,erdc,sharp,first,dimension_color,0.14000000059604645
36,26,zrdc,sharp,second,dimension_color,0.1599999964237213
36,18,brdc,sharp,both,dimension_color,0.07999999821186066
36,4,zrdc,sharp,second,dimension_color,0.09000000357627869
36,23,brdc,sharp,both,dimension_color,0.9300000071525574
36,7,erdc,sharp,first,dimension_color,0.9800000190734863
36,20,brdc,sharp,both,dimension_color,0.8600000143051147
36,26,erdc,sharp,first,dimension_color,0.8399999737739563
36,20,erdc,sharp,first,dimension_color,0.14000000059604645
36,12,zrdc,sharp,second,dimension_color,0.8700000047683716
36,15,brdc,sharp,both,dimension_color,0.9700000286102295
36,12,erdc,sharp,first,dimension_color,0.8299999833106995
36,12,brdc,sharp,both,dimension_color,0.20999999344348907
36,15,erdc,sharp,first,dimension_color,0.8399999737739563
36,18,zrdc,sharp,second,dimension_color,0.8199999928474426
36,7,zrdc,sharp,second,dimension_color,0.10999999940395355
36,18,erdc,sharp,first,dimension_color,0.10999999940395355
36,26,brdc,sharp,both,dimension_color,0.12999999523162842
36,7,brdc,sharp,both,dimension_color,0.11999999731779099
36,4,brdc,sharp,both,dimension_color,0.9100000262260437
36,1,erdc,sharp,first,dimension_color,0.10000000149011612
36,20,zrdc,sharp,second,dimension_color,0.8799999952316284
36,1,zrdc,sharp,second,dimension_color,0.7099999785423279
36,15,zrdc,sharp,second,dimension_color,0.07999999821186066
37,14,brdc,sharp,both,dimension_color,0.949999988079071
37,25,zrdc,sharp,second,dimension_color,0.9200000166893005
37,3,brdc,sharp,both,dimension_color,0.9200000166893005
37,3,zrdc,sharp,second,dimension_color,1.0
37,9,erdc,sharp,first,dimension_color,0.0
37,11,erdc,sharp,first,dimension_color,0.8700000047683716
37,17,erdc,sharp,first,dimension_color,0.07999999821186066
37,6,erdc,sharp,first,dimension_color,0.36000001430511475
37,14,zrdc,sharp,second,dimension_color,0.10000000149011612
37,6,brdc,sharp,both,dimension_color,0.949999988079071
37,25,brdc,sharp,both,dimension_color,0.9100000262260437
37,17,brdc,sharp,both,dimension_color,0.9700000286102295
37,19,erdc,sharp,first,dimension_color,0.9200000166893005
37,19,brdc,sharp,both,dimension_color,0.23000000417232513
37,9,brdc,sharp,both,dimension_color,0.0
37,11,brdc,sharp,both,dimension_color,0.6800000071525574
37,9,zrdc,sharp,second,dimension_color,0.9700000286102295
37,22,erdc,sharp,first,dimension_color,0.03999999910593033
37,19,zrdc,sharp,second,dimension_color,0.9900000095367432
37,22,zrdc,sharp,second,dimension_color,0.029999999329447746
37,3,erdc,sharp,first,dimension_color,0.1599999964237213
37,17,zrdc,sharp,second,dimension_color,0.9599999785423279
37,11,zrdc,sharp,second,dimension_color,0.05000000074505806
37,6,zrdc,sharp,second,dimension_color,0.009999999776482582
37,22,brdc,sharp,both,dimension_color,0.0
37,25,erdc,sharp,first,dimension_color,1.0
37,14,erdc,sharp,first,dimension_color,1.0
38,7,erdc,blurred,first,dimension_color,1.0
38,15,zrdc,blurred,second,dimension_color,0.0
38,4,zrdc,blurred,second,dimension_color,0.0
38,15,erdc,blurred,first,dimension_color,0.8399999737739563
38,26,brdc,blurred,both,dimension_color,0.9800000190734863
38,23,brdc,blurred,both,dimension_color,0.0
38,18,zrdc,blurred,second,dimension_color,0.019999999552965164
38,15,brdc,blurred,both,dimension_color,1.0
38,23,zrdc,blurred,second,dimension_color,1.0
38,12,zrdc,blurred,second,dimension_color,0.029999999329447746
38,4,brdc,blurred,both,dimension_color,0.0
38,20,zrdc,blurred,second,dimension_color,0.14000000059604645
38,1,erdc,blurred,first,dimension_color,0.12999999523162842
38,1,brdc,blurred,both,dimension_color,0.15000000596046448
38,12,brdc,blurred,both,dimension_color,1.0
38,20,brdc,blurred,both,dimension_color,0.8999999761581421
38,18,brdc,blurred,both,dimension_color,0.8500000238418579
38,1,zrdc,blurred,second,dimension_color,0.03999999910593033
38,26,zrdc,blurred,second,dimension_color,0.9300000071525574
38,7,zrdc,blurred,second,dimension_color,0.14000000059604645
38,4,erdc,blurred,first,dimension_color,0.949999988079071
39,9,erdc,blurred,first,dimension_color,0.0
39,14,zrdc,blurred,second,dimension_color,1.0
39,25,brdc,blurred,both,dimension_color,0.33000001311302185
39,25,erdc,blurred,first,dimension_color,1.0
39,6,erdc,blurred,first,dimension_color,1.0
39,25,zrdc,blurred,second,dimension_color,1.0
39,17,brdc,blurred,both,dimension_color,0.9700000286102295
39,19,erdc,blurred,first,dimension_color,0.8799999952316284
39,22,erdc,blurred,first,dimension_color,0.8500000238418579
39,22,brdc,blurred,both,dimension_color,0.2800000011920929
39,11,zrdc,blurred,second,dimension_color,0.09000000357627869
39,19,zrdc,blurred,second,dimension_color,0.0
39,6,brdc,blurred,both,dimension_color,0.18000000715255737
39,14,brdc,blurred,both,dimension_color,0.6800000071525574
39,11,brdc,blurred,both,dimension_color,0.009999999776482582
39,3,erdc,blurred,first,dimension_color,1.0
39,9,brdc,blurred,both,dimension_color,0.0
39,11,erdc,blurred,first,dimension_color,1.0
39,19,brdc,blurred,both,dimension_color,0.0
39,9,zrdc,blurred,second,dimension_color,0.20000000298023224
39,6,zrdc,blurred,second,dimension_color,0.0
39,3,zrdc,blurred,second,dimension_color,0.0
39,17,zrdc,blurred,second,dimension_color,0.0
39,3,brdc,blurred,both,dimension_color,0.6600000262260437
39,22,zrdc,blurred,second,dimension_color,0.0
40,1,brdc,blurred,both,dimension_color,1.0
40,4,brdc,blurred,both,dimension_color,0.8700000047683716
40,15,erdc,blurred,first,dimension_color,1.0
40,1,erdc,blurred,first,dimension_color,1.0
40,4,erdc,blurred,first,dimension_color,1.0
40,15,zrdc,blurred,second,dimension_color,0.0
40,23,zrdc,blurred,second,dimension_color,1.0
40,20,brdc,blurred,both,dimension_color,1.0
40,18,zrdc,blurred,second,dimension_color,1.0
40,7,brdc,blurred,both,dimension_color,1.0
40,15,brdc,blurred,both,dimension_color,0.0
40,1,zrdc,blurred,second,dimension_color,0.0
40,18,brdc,blurred,both,dimension_color,1.0
40,23,brdc,blurred,both,dimension_color,0.0
40,4,zrdc,blurred,second,dimension_color,0.0
40,20,erdc,blurred,first,dimension_color,1.0
40,23,erdc,blurred,first,dimension_color,1.0
40,26,zrdc,blurred,second,dimension_color,0.029999999329447746
40,12,erdc,blurred,first,dimension_color,0.0
40,26,brdc,blurred,both,dimension_color,0.0
40,12,brdc,blurred,both,dimension_color,0.0
40,7,zrdc,blurred,second,dimension_color,0.0
40,12,zrdc,blurred,second,dimension_color,0.0
40,20,zrdc,blurred,second,dimension_color,0.0
40,7,erdc,blurred,first,dimension_color,1.0
40,18,erdc,blurred,first,dimension_color,1.0
41,11,brdc,sharp,both,dimension_color,1.0
41,25,zrdc,sharp,second,dimension_color,1.0
41,3,brdc,sharp,both,dimension_color,0.6399999856948853
41,19,zrdc,sharp,second,dimension_color,1.0
41,17,zrdc,sharp,second,dimension_color,1.0
41,14,erdc,sharp,first,dimension_color,1.0
41,3,zrdc,sharp,second,dimension_color,0.0
41,19,erdc,sharp,first,dimension_color,0.0
41,11,zrdc,sharp,second,dimension_color,1.0
41,11,erdc,sharp,first,dimension_color,1.0
41,9,erdc,sharp,first,dimension_color,1.0
41,3,erdc,sharp,first,dimension_color,1.0
41,6,brdc,sharp,both,dimension_color,1.0
41,9,zrdc,sharp,second,dimension_color,1.0
41,19,brdc,sharp,both,dimension_color,1.0
41,6,erdc,sharp,first,dimension_color,1.0
41,25,brdc,sharp,both,dimension_color,0.0
41,22,brdc,sharp,both,dimension_color,1.0
41,17,erdc,sharp,first,dimension_color,1.0
41,17,brdc,sharp,both,dimension_color,1.0
41,22,erdc,sharp,first,dimension_color,1.0
41,14,zrdc,sharp,second,dimension_color,0.0
41,25,erdc,sharp,first,dimension_color,1.0
41,14,brdc,sharp,both,dimension_color,0.0
41,9,brdc,sharp,both,dimension_color,1.0
