id,item,conditions,list,annotation,trials,size_A,size_B,size_C,size_D,size_E,size_F,color_A,color_B,color_C,color_D,color_E,color_F,form_A,form_B,form_C,form_D,form_E,form_F,sharpness,combination,relevant_property
17,1,brdf,2,CF,3,10,10,3,2,10,1,blue,blue,blue,blue,blue,blue,circle,square,circle,circle,square,square,sharp,dimension_form,both
17,21,brdc,2,CF,2,9,9,3,2,9,2,blue,red,blue,blue,red,red,circle,circle,square,circle,circle,square,sharp,dimension_color,both
17,10,zrdc,2,C,8,10,10,9,9,10,3,blue,red,red,red,red,red,circle,circle,circle,circle,circle,circle,sharp,dimension_color,second
17,9,ercf,2,C,4,2,9,9,1,10,9,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,sharp,color_form,first
17,6,zrcf,2,F,7,9,9,1,1,9,1,red,red,red,red,red,blue,circle,square,square,square,square,square,sharp,color_form,second
17,13,zrdc,2,C,8,9,9,10,10,10,3,blue,red,red,red,red,red,circle,square,circle,circle,circle,circle,sharp,dimension_color,second
18,5,zrdc,2,C,8,10,10,9,9,10,3,blue,red,red,red,red,red,circle,circle,square,square,circle,square,sharp,dimension_color,second
18,18,brdf,2,F,3,9,10,2,1,9,1,blue,red,red,blue,red,blue,circle,square,circle,circle,square,square,sharp,dimension_form,both
18,14,brcf,2,CF,1,2,9,3,2,3,2,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,sharp,color_form,both
18,9,brcf,2,DCF,1,2,9,2,2,3,10,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,sharp,color_form,both
18,2,erdc,2,F,5,10,2,2,2,3,2,red,red,red,red,red,blue,circle,square,square,square,circle,square,sharp,dimension_color,first
18,22,ercf,2,C,4,3,2,2,9,3,1,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,sharp,color_form,first
18,1,zrdf,2,F,9,9,10,9,10,9,2,blue,blue,blue,blue,blue,blue,circle,square,square,square,square,square,sharp,dimension_form,second
18,26,brdf,2,CF,3,9,10,1,1,10,1,blue,blue,blue,blue,blue,blue,circle,square,circle,circle,square,square,sharp,dimension_form,both
18,19,brcf,2,DCF,1,9,2,3,1,9,2,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,sharp,color_form,both
18,27,brdc,2,DCF,2,9,9,2,1,10,2,blue,red,blue,blue,red,red,circle,circle,square,square,square,circle,sharp,dimension_color,both
18,3,ercf,2,C,4,3,9,9,10,2,1,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,sharp,color_form,first
18,9,zrcf,2,F,7,9,10,1,2,3,2,red,red,red,red,red,blue,circle,square,square,square,square,square,sharp,color_form,second
18,25,ercf,2,C,4,9,3,1,9,9,10,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,sharp,color_form,first
18,8,zrdc,2,C,8,9,9,9,10,9,2,blue,red,red,red,red,red,circle,square,circle,circle,square,circle,sharp,dimension_color,second
18,1,erdf,2,C,6,9,1,1,1,2,1,blue,blue,blue,blue,blue,blue,circle,circle,circle,circle,circle,square,sharp,dimension_form,first
18,23,zrdf,2,F,9,10,9,9,10,10,1,blue,blue,red,red,red,red,circle,square,square,square,square,square,sharp,dimension_form,second
18,5,erdc,2,DCF,5,10,1,3,1,2,3,red,red,red,red,red,blue,circle,circle,circle,circle,square,circle,sharp,dimension_color,first
18,2,brdc,2,DCF,2,10,10,2,3,9,3,blue,red,blue,blue,red,red,circle,circle,square,circle,circle,circle,sharp,dimension_color,both
18,10,brdc,2,DCF,2,9,10,1,2,10,1,blue,red,blue,blue,red,red,circle,circle,square,circle,square,square,sharp,dimension_color,both
18,4,brdf,2,DF,3,10,9,1,2,9,2,blue,blue,blue,red,blue,blue,circle,square,circle,circle,square,square,sharp,dimension_form,both
18,25,zrcf,2,F,7,3,10,10,9,2,1,red,red,red,red,red,blue,circle,square,square,square,square,square,sharp,color_form,second
18,11,brcf,2,DCF,1,9,2,10,3,1,9,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,sharp,color_form,both
18,26,erdf,2,DCF,6,10,3,1,3,1,3,blue,blue,blue,blue,blue,red,circle,circle,circle,circle,circle,square,sharp,dimension_form,first
18,11,ercf,2,C,4,1,3,2,10,1,1,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,sharp,color_form,first
18,6,ercf,2,CF,4,3,9,10,10,2,3,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,sharp,color_form,first
18,23,brdf,2,C,3,10,10,2,3,9,3,blue,blue,blue,blue,blue,blue,circle,square,circle,circle,square,square,sharp,dimension_form,both
18,3,brcf,2,CF,1,2,1,2,2,1,3,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,sharp,color_form,both
18,20,erdf,2,DCF,6,9,2,3,2,2,3,blue,blue,blue,red,blue,red,circle,circle,circle,circle,circle,square,sharp,dimension_form,first
18,19,ercf,2,C,4,3,3,2,3,2,10,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,sharp,color_form,first
18,24,brdc,2,DCF,2,10,9,1,2,10,1,blue,red,blue,blue,red,red,circle,circle,circle,square,circle,circle,sharp,dimension_color,both
18,8,erdc,2,DCF,5,9,2,1,3,1,3,red,red,red,red,red,blue,circle,circle,circle,circle,square,square,sharp,dimension_color,first
18,26,zrdf,2,F,9,10,10,9,9,9,2,blue,red,red,red,red,blue,circle,square,square,square,square,square,sharp,dimension_form,second
18,27,zrdc,2,C,8,10,10,10,9,10,1,blue,red,red,red,red,red,circle,circle,circle,circle,square,circle,sharp,dimension_color,second
18,6,zrcf,2,F,7,9,9,1,1,9,1,red,red,red,red,red,blue,circle,square,square,square,square,square,sharp,color_form,second
18,13,brdc,2,DCF,2,9,9,2,3,9,1,blue,red,blue,blue,red,red,circle,circle,circle,circle,circle,circle,sharp,dimension_color,both
18,4,zrdf,2,F,9,9,10,10,10,9,2,blue,red,blue,blue,blue,blue,circle,square,square,square,square,square,sharp,dimension_form,second
18,2,zrdc,2,C,8,9,9,10,9,9,1,blue,red,red,red,red,red,circle,square,square,circle,circle,circle,sharp,dimension_color,second
18,22,zrcf,2,F,7,3,3,9,1,3,2,red,red,red,red,red,blue,circle,square,square,square,square,square,sharp,color_form,second
18,18,zrdf,2,F,9,9,10,9,10,9,2,blue,blue,blue,red,blue,blue,circle,square,square,square,square,square,sharp,dimension_form,second
18,16,erdc,2,DCF,5,9,1,1,3,2,2,red,red,red,red,red,blue,circle,circle,circle,circle,square,circle,sharp,dimension_color,first
18,19,zrcf,2,F,7,3,1,9,2,9,9,red,red,red,red,red,blue,circle,square,square,square,square,square,sharp,color_form,second
18,25,brcf,2,CF,1,1,1,3,2,2,2,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,sharp,color_form,both
18,8,brdc,2,CF,2,9,10,1,3,9,2,blue,red,blue,blue,red,red,circle,square,square,circle,square,circle,sharp,dimension_color,both
18,14,ercf,2,C,4,9,10,10,9,3,10,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,sharp,color_form,first
18,15,brdf,2,DCF,3,10,10,3,3,10,3,blue,red,blue,blue,blue,red,circle,square,circle,circle,square,square,sharp,dimension_form,both
18,21,zrdc,2,C,8,10,10,9,9,10,1,blue,red,red,red,red,red,circle,square,square,circle,circle,circle,sharp,dimension_color,second
18,9,ercf,2,C,4,2,9,9,1,10,9,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,sharp,color_form,first
18,23,erdf,2,DCF,6,10,2,3,2,3,1,blue,blue,blue,blue,red,blue,circle,circle,circle,circle,circle,square,sharp,dimension_form,first
18,12,erdf,2,DCF,6,9,1,3,2,3,2,blue,blue,red,blue,red,red,circle,circle,circle,circle,circle,square,sharp,dimension_form,first
18,24,erdc,2,DCF,5,9,2,3,2,3,1,red,red,red,red,red,blue,circle,square,circle,circle,circle,circle,sharp,dimension_color,first
18,10,erdc,2,DCF,5,10,2,2,1,3,2,red,red,red,red,red,blue,circle,circle,circle,circle,circle,square,sharp,dimension_color,first
18,17,zrcf,2,F,7,10,3,9,2,9,3,red,red,red,red,red,blue,circle,square,square,square,square,square,sharp,color_form,second
18,1,brdf,2,CF,3,10,10,3,2,10,1,blue,red,blue,blue,blue,blue,circle,square,circle,circle,square,square,sharp,dimension_form,both
18,16,brdc,2,F,2,10,9,3,2,10,2,blue,red,blue,blue,red,red,circle,square,circle,square,circle,circle,sharp,dimension_color,both
18,10,zrdc,2,C,8,10,10,9,9,10,3,blue,red,red,red,red,red,circle,square,circle,circle,circle,square,sharp,dimension_color,second
18,24,zrdc,2,C,8,9,10,9,10,10,2,blue,red,red,red,red,red,circle,circle,square,circle,circle,circle,sharp,dimension_color,second
18,22,brcf,2,CF,1,2,1,9,3,2,1,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,sharp,color_form,both
18,12,brdf,2,C,3,9,9,2,2,10,2,blue,blue,red,blue,blue,red,circle,square,circle,circle,square,square,sharp,dimension_form,both
18,3,zrcf,2,F,7,3,3,2,10,3,1,red,red,red,red,red,blue,circle,square,square,square,square,square,sharp,color_form,second
18,12,zrdf,2,F,9,9,9,9,9,9,1,blue,blue,blue,blue,blue,blue,circle,square,square,square,square,square,sharp,dimension_form,second
18,18,erdf,2,DCF,6,10,1,3,2,1,2,blue,red,blue,red,blue,blue,circle,circle,circle,circle,circle,square,sharp,dimension_form,first
18,20,zrdf,2,F,9,10,10,10,10,10,1,blue,blue,blue,red,blue,red,circle,square,square,square,square,square,sharp,dimension_form,second
18,15,erdf,2,DCF,6,9,1,2,1,2,2,blue,red,blue,blue,blue,blue,circle,circle,circle,circle,circle,square,sharp,dimension_form,first
18,17,ercf,2,C,4,2,10,1,1,10,9,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,sharp,color_form,first
18,17,brcf,2,CF,1,3,2,1,9,3,9,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,sharp,color_form,both
18,21,erdc,2,DCF,5,10,2,3,3,1,3,red,red,red,red,red,blue,circle,circle,circle,circle,circle,circle,sharp,dimension_color,first
18,13,erdc,2,DCF,5,10,1,2,3,3,2,red,red,red,red,red,blue,circle,circle,circle,circle,circle,circle,sharp,dimension_color,first
18,6,brcf,2,CF,1,3,2,3,2,10,1,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,sharp,color_form,both
18,16,zrdc,2,C,8,10,9,10,10,9,2,blue,red,red,red,red,red,circle,circle,circle,circle,square,circle,sharp,dimension_color,second
18,14,zrcf,2,F,7,9,9,2,9,10,3,red,red,red,red,red,blue,circle,square,square,square,square,square,sharp,color_form,second
18,7,zrdf,2,F,9,9,10,10,10,9,1,blue,blue,blue,blue,blue,blue,circle,square,square,square,square,square,sharp,dimension_form,second
18,7,brdf,2,DCF,3,9,9,1,1,10,2,blue,red,blue,red,blue,red,circle,square,circle,circle,square,square,sharp,dimension_form,both
18,7,erdf,2,DCF,6,10,3,3,3,3,3,blue,blue,blue,blue,blue,blue,circle,circle,circle,circle,circle,square,sharp,dimension_form,first
18,4,erdf,2,DCF,6,10,3,2,2,2,2,blue,blue,blue,blue,blue,blue,circle,circle,circle,circle,circle,square,sharp,dimension_form,first
18,20,brdf,2,DCF,3,9,9,1,3,10,3,blue,red,blue,blue,red,blue,circle,square,circle,circle,square,square,sharp,dimension_form,both
18,13,zrdc,2,F,8,9,9,10,10,10,3,blue,red,red,red,red,red,circle,square,circle,circle,circle,circle,sharp,dimension_color,second
18,21,brdc,2,CF,2,9,9,3,2,9,2,blue,red,blue,blue,red,red,circle,square,circle,circle,circle,circle,sharp,dimension_color,both
18,11,zrcf,2,F,7,3,2,10,1,10,2,red,red,red,red,red,blue,circle,square,square,square,square,square,sharp,color_form,second
18,27,erdc,2,DCF,5,10,3,1,1,3,2,red,red,red,red,red,blue,circle,circle,circle,circle,square,circle,sharp,dimension_color,first
18,5,brdc,2,DCF,2,10,10,1,3,9,3,blue,red,blue,blue,red,red,circle,circle,circle,circle,circle,circle,sharp,dimension_color,both
18,15,zrdf,2,F,9,9,10,10,10,10,1,blue,red,blue,red,blue,blue,circle,square,square,square,square,square,sharp,dimension_form,second
19,1,brdf,2,CDF,3,10,10,3,2,10,1,blue,blue,red,red,blue,blue,circle,square,circle,circle,square,square,sharp,dimension_form,both
19,8,zrdc,2,CF,8,9,9,9,10,9,2,blue,red,red,red,red,red,circle,circle,circle,circle,square,square,sharp,dimension_color,second
19,3,ercf,2,CDF,4,3,9,9,10,2,1,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,sharp,color_form,first
19,21,zrdc,2,CDF,8,10,10,9,9,10,1,blue,red,red,red,red,red,circle,circle,square,circle,circle,square,sharp,dimension_color,second
19,27,zrdc,2,CF,8,10,10,10,9,10,1,blue,red,red,red,red,red,circle,circle,circle,square,square,circle,sharp,dimension_color,second
19,17,ercf,2,DCF,4,2,10,1,1,10,9,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,sharp,color_form,first
19,12,brdf,2,DCF,3,9,9,2,2,10,2,blue,blue,blue,blue,blue,red,circle,square,circle,circle,square,square,sharp,dimension_form,both
19,10,zrdc,2,DFC,8,10,10,9,9,10,3,blue,red,red,red,red,red,circle,square,circle,circle,circle,circle,sharp,dimension_color,second
19,15,zrdf,2,CF,9,9,10,10,10,10,1,blue,blue,red,red,blue,red,circle,square,square,square,square,square,sharp,dimension_form,second
19,3,zrcf,2,DCF,7,3,3,2,10,3,1,red,red,red,red,red,blue,circle,square,square,square,square,square,sharp,color_form,second
19,3,brcf,2,DCF,1,2,1,2,2,1,3,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,sharp,color_form,both
19,23,zrdf,2,CF,9,10,9,9,10,10,1,blue,red,blue,blue,blue,blue,circle,square,square,square,square,square,sharp,dimension_form,second
19,20,zrdf,2,CF,9,10,10,10,10,10,1,blue,blue,blue,blue,blue,blue,circle,square,square,square,square,square,sharp,dimension_form,second
19,14,zrcf,2,DFC,7,9,9,2,9,10,3,red,red,red,red,red,blue,circle,square,square,square,square,square,sharp,color_form,second
19,13,erdc,2,DCF,5,10,1,2,3,3,2,red,red,red,red,red,blue,circle,square,square,square,circle,square,sharp,dimension_color,first
19,6,zrcf,2,DCF,7,9,9,1,1,9,1,red,red,red,red,red,blue,circle,square,square,square,square,square,sharp,color_form,second
19,1,erdf,2,DCF,6,9,1,1,1,2,1,blue,red,blue,red,blue,blue,circle,circle,circle,circle,circle,square,sharp,dimension_form,first
19,16,erdc,2,DFC,5,9,1,1,3,2,2,red,red,red,red,red,blue,circle,circle,circle,square,circle,square,sharp,dimension_color,first
19,9,ercf,2,DFC,4,2,9,9,1,10,9,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,sharp,color_form,first
19,9,zrcf,2,CDF,7,9,10,1,2,3,2,red,red,red,red,red,blue,circle,square,square,square,square,square,sharp,color_form,second
19,7,brdf,2,DCF,3,9,9,1,1,10,2,blue,blue,blue,red,red,blue,circle,square,circle,circle,square,square,sharp,dimension_form,both
19,9,brcf,2,DCF,1,2,9,2,2,3,10,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,sharp,color_form,both
19,26,zrdf,2,CF,9,10,10,9,9,9,2,blue,blue,blue,blue,blue,blue,circle,square,square,square,square,square,sharp,dimension_form,second
19,6,brcf,2,DCF,1,3,2,3,2,10,1,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,sharp,color_form,both
19,11,ercf,2,DFC,4,1,3,2,10,1,1,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,sharp,color_form,first
19,24,erdc,2,CDF,5,9,2,3,2,3,1,red,red,red,red,red,blue,circle,circle,circle,circle,circle,circle,sharp,dimension_color,first
19,20,brdf,2,FDC,3,9,9,1,3,10,3,blue,blue,blue,blue,blue,red,circle,square,circle,circle,square,square,sharp,dimension_form,both
19,25,brcf,2,DCF,1,1,1,3,2,2,2,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,sharp,color_form,both
19,17,zrcf,2,CF,7,10,3,9,2,9,3,red,red,red,red,red,blue,circle,square,square,square,square,square,sharp,color_form,second
19,2,brdc,2,DCF,2,10,10,2,3,9,3,blue,red,blue,blue,red,red,circle,square,circle,circle,circle,square,sharp,dimension_color,both
19,19,brcf,2,DCF,1,9,2,3,1,9,2,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,sharp,color_form,both
19,22,ercf,2,DCF,4,3,2,2,9,3,1,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,sharp,color_form,first
19,5,erdc,2,DCF,5,10,1,3,1,2,3,red,red,red,red,red,blue,circle,square,circle,square,circle,square,sharp,dimension_color,first
19,26,erdf,2,DF,6,10,3,1,3,1,3,blue,blue,blue,blue,blue,blue,circle,circle,circle,circle,circle,square,sharp,dimension_form,first
19,5,brdc,2,DCF,2,10,10,1,3,9,3,blue,red,blue,blue,red,red,circle,circle,circle,square,square,square,sharp,dimension_color,both
19,6,ercf,2,DF,4,3,9,10,10,2,3,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,sharp,color_form,first
19,7,erdf,2,DCF,6,10,3,3,3,3,3,blue,blue,blue,red,blue,red,circle,circle,circle,circle,circle,square,sharp,dimension_form,first
19,4,erdf,2,DF,6,10,3,2,2,2,2,blue,red,red,red,blue,blue,circle,circle,circle,circle,circle,square,sharp,dimension_form,first
19,8,erdc,2,DFC,5,9,2,1,3,1,3,red,red,red,red,red,blue,circle,circle,square,circle,circle,circle,sharp,dimension_color,first
19,11,zrcf,2,FC,7,3,2,10,1,10,2,red,red,red,red,red,blue,circle,square,square,square,square,square,sharp,color_form,second
19,16,brdc,2,CF,2,10,9,3,2,10,2,blue,red,blue,blue,red,red,circle,circle,circle,circle,square,circle,sharp,dimension_color,both
19,24,brdc,2,CDF,2,10,9,1,2,10,1,blue,red,blue,blue,red,red,circle,circle,circle,circle,circle,square,sharp,dimension_color,both
19,14,ercf,2,DCF,4,9,10,10,9,3,10,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,sharp,color_form,first
19,14,brcf,2,CF,1,2,9,3,2,3,2,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,sharp,color_form,both
19,17,brcf,2,CF,1,3,2,1,9,3,9,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,sharp,color_form,both
19,18,brdf,2,DCF,3,9,10,2,1,9,1,blue,blue,blue,red,blue,red,circle,square,circle,circle,square,square,sharp,dimension_form,both
19,23,brdf,2,C,3,10,10,2,3,9,3,blue,blue,blue,blue,red,blue,circle,square,circle,circle,square,square,sharp,dimension_form,both
19,27,brdc,2,DCF,2,9,9,2,1,10,2,blue,red,blue,blue,red,red,circle,circle,circle,square,square,square,sharp,dimension_color,both
19,1,zrdf,2,FC,9,9,10,9,10,9,2,blue,blue,blue,blue,blue,blue,circle,square,square,square,square,square,sharp,dimension_form,second
19,20,erdf,2,DF,6,9,2,3,2,2,3,blue,blue,blue,blue,red,blue,circle,circle,circle,circle,circle,square,sharp,dimension_form,first
19,25,ercf,2,C,4,9,3,1,9,9,10,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,sharp,color_form,first
19,2,erdc,2,FC,5,10,2,2,2,3,2,red,red,red,red,red,blue,circle,circle,circle,circle,circle,circle,sharp,dimension_color,first
19,26,brdf,2,CF,3,9,10,1,1,10,1,blue,blue,red,red,red,blue,circle,square,circle,circle,square,square,sharp,dimension_form,both
19,21,erdc,2,DCF,5,10,2,3,3,1,3,red,red,red,red,red,blue,circle,circle,circle,circle,circle,circle,sharp,dimension_color,first
19,16,zrdc,2,C,8,10,9,10,10,9,2,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,sharp,dimension_color,second
19,24,zrdc,2,CF,8,9,10,9,10,10,2,blue,red,red,red,red,red,circle,circle,circle,square,circle,circle,sharp,dimension_color,second
19,8,brdc,2,FC,2,9,10,1,3,9,2,blue,red,blue,blue,red,red,circle,circle,circle,circle,circle,circle,sharp,dimension_color,both
19,12,zrdf,2,FC,9,9,9,9,9,9,1,blue,red,blue,blue,blue,blue,circle,square,square,square,square,square,sharp,dimension_form,second
19,4,brdf,2,DCF,3,10,9,1,2,9,2,blue,red,blue,blue,red,blue,circle,square,circle,circle,square,square,sharp,dimension_form,both
19,23,erdf,2,DFC,6,10,2,3,2,3,1,blue,red,blue,blue,red,red,circle,circle,circle,circle,circle,square,sharp,dimension_form,first
19,18,erdf,2,D,6,10,1,3,2,1,2,blue,red,blue,red,red,blue,circle,circle,circle,circle,circle,square,sharp,dimension_form,first
19,13,brdc,2,DFC,2,9,9,2,3,9,1,blue,red,blue,blue,red,red,circle,square,square,circle,circle,circle,sharp,dimension_color,both
19,27,erdc,2,DCF,5,10,3,1,1,3,2,red,red,red,red,red,blue,circle,circle,circle,circle,square,circle,sharp,dimension_color,first
19,4,zrdf,2,F,9,9,10,10,10,9,2,blue,red,red,blue,blue,blue,circle,square,square,square,square,square,sharp,dimension_form,second
19,22,zrcf,2,F,7,3,3,9,1,3,2,red,red,red,red,red,blue,circle,square,square,square,square,square,sharp,color_form,second
19,15,brdf,2,DF,3,10,10,3,3,10,3,blue,blue,red,blue,blue,blue,circle,square,circle,circle,square,square,sharp,dimension_form,both
19,25,zrcf,2,F,7,3,10,10,9,2,1,red,red,red,red,red,blue,circle,square,square,square,square,square,sharp,color_form,second
19,21,brdc,2,CF,2,9,9,3,2,9,2,blue,red,blue,blue,red,red,circle,circle,square,square,circle,circle,sharp,dimension_color,both
19,18,zrdf,2,F,9,9,10,9,10,9,2,blue,blue,red,blue,blue,blue,circle,square,square,square,square,square,sharp,dimension_form,second
19,7,zrdf,2,F,9,9,10,10,10,9,1,blue,red,red,red,blue,blue,circle,square,square,square,square,square,sharp,dimension_form,second
19,11,brcf,2,DFC,1,9,2,10,3,1,9,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,sharp,color_form,both
19,10,brdc,2,DFC,2,9,10,1,2,10,1,blue,red,blue,blue,red,red,circle,circle,circle,circle,circle,circle,sharp,dimension_color,both
19,19,zrcf,2,F,7,3,1,9,2,9,9,red,red,red,red,red,blue,circle,square,square,square,square,square,sharp,color_form,second
19,19,ercf,2,C,4,3,3,2,3,2,10,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,sharp,color_form,first
19,5,zrdc,2,C,8,10,10,9,9,10,3,blue,red,red,red,red,red,circle,circle,circle,square,square,circle,sharp,dimension_color,second
19,12,erdf,2,DF,6,9,1,3,2,3,2,blue,blue,red,blue,blue,blue,circle,circle,circle,circle,circle,square,sharp,dimension_form,first
19,10,erdc,2,DC,5,10,2,2,1,3,2,red,red,red,red,red,blue,circle,square,square,circle,circle,circle,sharp,dimension_color,first
19,13,zrdc,2,F,8,9,9,10,10,10,3,blue,red,red,red,red,red,circle,square,square,square,circle,square,sharp,dimension_color,second
19,2,zrdc,2,C,8,9,9,10,9,9,1,blue,red,red,red,red,red,circle,circle,circle,circle,square,circle,sharp,dimension_color,second
19,22,brcf,2,CF,1,2,1,9,3,2,1,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,sharp,color_form,both
19,15,erdf,2,DFC,6,9,1,2,1,2,2,blue,blue,blue,blue,red,blue,circle,circle,circle,circle,circle,square,sharp,dimension_form,first
20,3,erdc,3,F,5,9,3,1,3,1,2,red,red,red,red,red,blue,circle,circle,circle,circle,circle,circle,sharp,dimension_color,first
20,27,brdf,3,CF,3,9,9,2,1,10,2,blue,blue,blue,red,red,red,circle,square,circle,circle,square,square,sharp,dimension_form,both
20,12,zrcf,3,F,7,2,10,10,3,9,2,red,red,red,red,red,blue,circle,square,square,square,square,square,sharp,color_form,second
20,2,zrdf,3,F,9,9,9,10,9,9,1,blue,blue,blue,blue,blue,blue,circle,square,square,square,square,square,sharp,dimension_form,second
20,1,zrcf,3,CF,7,2,2,1,3,2,3,red,red,red,red,red,blue,circle,square,square,square,square,square,sharp,color_form,second
20,23,zrcf,3,F,7,3,2,2,2,3,10,red,red,red,red,red,blue,circle,square,square,square,square,square,sharp,color_form,second
20,23,ercf,3,C,4,9,1,1,10,9,3,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,sharp,color_form,first
20,4,zrcf,3,F,7,10,1,3,1,3,3,red,red,red,red,red,blue,circle,square,square,square,square,square,sharp,color_form,second
20,20,brcf,3,CF,1,1,10,1,10,9,2,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,sharp,color_form,both
20,5,erdf,3,DCF,6,10,1,3,1,2,3,blue,blue,red,blue,red,blue,circle,circle,circle,circle,circle,square,sharp,dimension_form,first
20,12,ercf,3,C,4,10,3,1,10,2,2,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,sharp,color_form,first
20,3,brdc,3,DCF,2,10,10,3,2,9,1,blue,red,blue,blue,red,red,circle,square,circle,square,circle,circle,sharp,dimension_color,both
20,15,zrcf,3,F,7,10,9,10,9,1,3,red,red,red,red,red,blue,circle,square,square,square,square,square,sharp,color_form,second
20,7,zrcf,3,F,7,10,3,10,9,1,2,red,red,red,red,red,blue,circle,square,square,square,square,square,sharp,color_form,second
20,11,zrdc,3,C,8,10,10,10,9,10,1,blue,red,red,red,red,red,circle,circle,circle,circle,circle,circle,sharp,dimension_color,second
20,26,ercf,3,C,4,2,10,1,10,9,2,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,sharp,color_form,first
20,21,brdf,3,DCF,3,9,9,3,2,9,2,blue,red,red,blue,blue,blue,circle,square,circle,circle,square,square,sharp,dimension_form,both
20,14,zrdc,3,C,8,9,9,9,10,9,2,blue,red,red,red,red,red,circle,circle,circle,circle,circle,circle,sharp,dimension_color,second
20,4,ercf,3,C,4,9,10,3,1,2,10,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,sharp,color_form,first
20,21,zrdf,3,F,9,10,10,9,9,10,1,blue,blue,blue,blue,red,blue,circle,square,square,square,square,square,sharp,dimension_form,second
20,13,brdf,3,DCF,3,9,9,2,3,9,1,blue,blue,blue,blue,blue,red,circle,square,circle,circle,square,square,sharp,dimension_form,both
20,17,brdc,3,DCF,2,9,10,3,2,10,2,blue,red,blue,blue,red,red,circle,square,square,circle,square,square,sharp,dimension_color,both
20,18,brcf,3,CF,1,9,1,3,1,1,10,blue,blue,red,red,blue,red,circle,square,circle,circle,square,square,sharp,color_form,both
20,2,brdf,3,C,3,10,10,2,3,9,3,blue,blue,blue,blue,blue,red,circle,square,circle,circle,square,square,sharp,dimension_form,both
20,24,brdf,3,CDF,3,10,9,1,2,10,1,blue,blue,blue,red,red,blue,circle,square,circle,circle,square,square,sharp,dimension_form,both
20,6,brdc,3,CDF,2,9,9,1,2,9,1,blue,red,blue,blue,red,red,circle,circle,square,circle,circle,circle,sharp,dimension_color,both
20,10,erdf,3,DCF,6,10,2,2,1,3,2,blue,blue,blue,blue,red,blue,circle,circle,circle,circle,circle,square,sharp,dimension_form,first
20,25,erdc,3,DCF,5,9,2,2,2,2,3,red,red,red,red,red,blue,circle,square,circle,square,circle,square,sharp,dimension_color,first
20,25,brdc,3,DCF,2,9,9,1,1,9,2,blue,red,blue,blue,red,red,circle,circle,circle,square,circle,square,sharp,dimension_color,both
20,22,brdc,3,DCF,2,9,9,1,1,10,3,blue,red,blue,blue,red,red,circle,circle,circle,circle,square,circle,sharp,dimension_color,both
20,18,ercf,3,C,4,1,10,3,3,10,1,blue,red,red,red,red,red,circle,circle,circle,circle,circle,square,sharp,color_form,first
20,5,zrdf,3,F,9,10,10,9,9,10,3,blue,blue,red,blue,blue,red,circle,square,square,square,square,square,sharp,dimension_form,second
20,14,erdc,3,DCF,5,9,3,3,1,3,2,red,red,red,red,red,blue,circle,square,circle,square,circle,circle,sharp,dimension_color,first
20,5,brdf,3,DCF,3,10,10,1,3,9,3,blue,blue,red,blue,blue,blue,circle,square,circle,circle,square,square,sharp,dimension_form,both
