"","item","text","surprisal","idx"
"376","kreisförmiger_gelber_Aufkleber","kreisförmiger","23.8078031539917","4"
"377","kreisförmiger_gelber_Aufkleber","gelber","15.7340484857559","5"
"378","kreisförmiger_gelber_Aufkleber","Aufkleber","11.4279058277607","6"
"379","gelber_kreisförmiger_Aufkleber","gelber","16.6560769081116","1"
"380","gelber_kreisförmiger_Aufkleber","kreisförmiger","17.653066277504","2"
"381","gelber_kreisförmiger_Aufkleber","Aufkleber","11.847182393074","3"
"382","gelber_kreisförmiger_Aufkleber","gelber","16.6560769081116","4"
"383","gelber_kreisförmiger_Aufkleber","kreisförmiger","17.653066277504","5"
"384","gelber_kreisförmiger_Aufkleber","Aufkleber","11.847182393074","6"
"385","kreisförmiger_lilaner_Aufkleber","kreisförmiger","23.8078031539917","1"
"386","kreisförmiger_lilaner_Aufkleber","lilaner","34.0385761260986","2"
"387","kreisförmiger_lilaner_Aufkleber","Aufkleber","13.9311745166779","3"
"388","kreisförmiger_lilaner_Aufkleber","kreisförmiger","23.8078031539917","4"
"389","kreisförmiger_lilaner_Aufkleber","lilaner","34.0385761260986","5"
"390","kreisförmiger_lilaner_Aufkleber","Aufkleber","13.9311745166779","6"
"391","lilaner_kreisförmiger_Aufkleber","lilaner","35.7932224273682","1"
"392","lilaner_kreisförmiger_Aufkleber","kreisförmiger","28.5865840911865","2"
"393","lilaner_kreisförmiger_Aufkleber","Aufkleber","14.8117418289185","3"
"394","lilaner_kreisförmiger_Aufkleber","lilaner","35.7932224273682","4"
"395","lilaner_kreisförmiger_Aufkleber","kreisförmiger","28.5865840911865","5"
"396","lilaner_kreisförmiger_Aufkleber","Aufkleber","14.8117418289185","6"
"397","kreisförmiger_blauer_Aufkleber","kreisförmiger","23.8078031539917","1"
"398","kreisförmiger_blauer_Aufkleber","blauer","14.2403440475464","2"
"399","kreisförmiger_blauer_Aufkleber","Aufkleber","10.8996811360121","3"
"400","kreisförmiger_blauer_Aufkleber","kreisförmiger","23.8078031539917","4"
"401","kreisförmiger_blauer_Aufkleber","blauer","14.2403440475464","5"
"402","kreisförmiger_blauer_Aufkleber","Aufkleber","10.8996811360121","6"
"403","blauer_kreisförmiger_Aufkleber","blauer","19.3421506881714","1"
"404","blauer_kreisförmiger_Aufkleber","kreisförmiger","21.3439860343933","2"
"405","blauer_kreisförmiger_Aufkleber","Aufkleber","11.5437499284744","3"
"406","blauer_kreisförmiger_Aufkleber","blauer","19.3421506881714","4"
"407","blauer_kreisförmiger_Aufkleber","kreisförmiger","21.3439860343933","5"
"408","blauer_kreisförmiger_Aufkleber","Aufkleber","11.5437499284744","6"
