D_adj,F_adj,C_adj,order_key,ordered_string,surprisal_bits_per_token
großer,sternförmiger,blauer,DCF,großer blauer sternförmiger Aufkleber,8.054183500102312
großer,sternförmiger,blauer,FDC,sternförmiger großer blauer Aufkleber,8.942929301868205
großer,sternförmiger,blauer,FCD,sternförmiger blauer großer Aufkleber,9.530847866259094
großer,sternförmiger,blauer,CDF,blauer großer sternförmiger Aufkleber,6.366691105697641
großer,sternförmiger,blauer,CFD,blauer sternförmiger großer Aufkleber,7.488141816831774
großer,sternförmiger,brauner,D,großer Aufkleber,12.4045527588068
großer,sternförmiger,brauner,F,sternförmiger Aufkleber,8.053528590167828
großer,sternförmiger,brauner,C,brauner Aufkleber,9.18976361790073
großer,sternförmiger,brauner,DF,großer sternförmiger Aufkleber,7.81671054372155
großer,sternförmiger,brauner,DC,großer brauner Aufkleber,9.329412842470727
großer,sternförmiger,brauner,FD,sternförmiger großer Aufkleber,8.976605568698952
großer,sternförmiger,brauner,FC,sternförmiger brauner Aufkleber,7.91786592344483
großer,sternförmiger,brauner,CD,brauner großer Aufkleber,9.775337714795059
großer,sternförmiger,brauner,CF,brauner sternförmiger Aufkleber,6.940392896237609
großer,sternförmiger,brauner,DFC,großer sternförmiger brauner Aufkleber,7.818506730527161
großer,sternförmiger,brauner,DCF,großer brauner sternförmiger Aufkleber,7.428924062556089
großer,sternförmiger,brauner,FDC,sternförmiger großer brauner Aufkleber,8.081658072542949
großer,sternförmiger,brauner,FCD,sternförmiger brauner großer Aufkleber,8.636834579862576
großer,sternförmiger,brauner,CDF,brauner großer sternförmiger Aufkleber,7.41833199505475
großer,sternförmiger,brauner,CFD,brauner sternförmiger großer Aufkleber,7.931766249218165
großer,herzförmiger,schwarzer,D,großer Aufkleber,12.4045527588068
großer,herzförmiger,schwarzer,F,herzförmiger Aufkleber,7.296037195818017
großer,herzförmiger,schwarzer,C,schwarzer Aufkleber,7.177800499211044
großer,herzförmiger,schwarzer,DF,großer herzförmiger Aufkleber,6.469853866921792
großer,herzförmiger,schwarzer,DC,großer schwarzer Aufkleber,13.125803968966798
großer,herzförmiger,schwarzer,FD,herzförmiger großer Aufkleber,8.375132707628262
großer,herzförmiger,schwarzer,FC,herzförmiger schwarzer Aufkleber,7.6441858035432215
großer,herzförmiger,schwarzer,CD,schwarzer großer Aufkleber,9.453083502914364
großer,herzförmiger,schwarzer,CF,schwarzer herzförmiger Aufkleber,4.830848885240173
großer,herzförmiger,schwarzer,DFC,großer herzförmiger schwarzer Aufkleber,7.332529162608691
großer,herzförmiger,schwarzer,DCF,großer schwarzer herzförmiger Aufkleber,6.626192975862119
großer,herzförmiger,schwarzer,FDC,herzförmiger großer schwarzer Aufkleber,8.088402544179184
großer,herzförmiger,schwarzer,FCD,herzförmiger schwarzer großer Aufkleber,8.654335534414376
großer,herzförmiger,schwarzer,CDF,schwarzer großer herzförmiger Aufkleber,5.962176903978659
großer,herzförmiger,schwarzer,CFD,schwarzer herzförmiger großer Aufkleber,6.308391738777563
großer,herzförmiger,grüner,D,großer Aufkleber,12.4045527588068
großer,herzförmiger,grüner,F,herzförmiger Aufkleber,7.296037195818017
großer,herzförmiger,grüner,C,grüner Aufkleber,7.179986742668811
großer,herzförmiger,grüner,DF,großer herzförmiger Aufkleber,6.469853866921792
großer,herzförmiger,grüner,DC,großer grüner Aufkleber,12.01491712017926
großer,herzförmiger,grüner,FD,herzförmiger großer Aufkleber,8.375132707628262
großer,herzförmiger,grüner,FC,herzförmiger grüner Aufkleber,8.233202993107824
großer,herzförmiger,grüner,CD,grüner großer Aufkleber,8.988906455819263
großer,herzförmiger,grüner,CF,grüner herzförmiger Aufkleber,4.840373284444956
großer,herzförmiger,grüner,DFC,großer herzförmiger grüner Aufkleber,7.68552424143521
großer,herzförmiger,grüner,DCF,großer grüner herzförmiger Aufkleber,6.370435511972226
großer,herzförmiger,grüner,FDC,herzförmiger großer grüner Aufkleber,8.529012464661252
großer,herzförmiger,grüner,FCD,herzförmiger grüner großer Aufkleber,9.149346319086764
großer,herzförmiger,grüner,CDF,grüner großer herzförmiger Aufkleber,5.915707191715529
großer,herzförmiger,grüner,CFD,grüner herzförmiger großer Aufkleber,6.243033515935471
großer,herzförmiger,orangener,D,großer Aufkleber,12.4045527588068
großer,herzförmiger,orangener,F,herzförmiger Aufkleber,7.296037195818017
großer,herzförmiger,orangener,C,orangener Aufkleber,14.59599834779812
großer,herzförmiger,orangener,DF,großer herzförmiger Aufkleber,6.469853866921792
großer,herzförmiger,orangener,DC,großer orangener Aufkleber,8.750840503258326
großer,herzförmiger,orangener,FD,herzförmiger großer Aufkleber,8.375132707628262
großer,herzförmiger,orangener,FC,herzförmiger orangener Aufkleber,7.614425237707318
großer,herzförmiger,orangener,CD,orangener großer Aufkleber,13.479654833464009
großer,herzförmiger,orangener,CF,orangener herzförmiger Aufkleber,7.798737668775782
großer,herzförmiger,orangener,DFC,großer herzförmiger orangener Aufkleber,6.939373383083294
großer,herzförmiger,orangener,DCF,großer orangener herzförmiger Aufkleber,6.22737002402549
großer,herzförmiger,orangener,FDC,herzförmiger großer orangener Aufkleber,7.864906961799343
großer,herzförmiger,orangener,FCD,herzförmiger orangener großer Aufkleber,8.581940469429583
großer,herzförmiger,orangener,CDF,orangener großer herzförmiger Aufkleber,8.181922582134758
großer,herzförmiger,orangener,CFD,orangener herzförmiger großer Aufkleber,8.689462646887803
großer,herzförmiger,grauer,D,großer Aufkleber,12.4045527588068
großer,herzförmiger,grauer,F,herzförmiger Aufkleber,7.296037195818017
großer,herzförmiger,grauer,C,grauer Aufkleber,10.716230720094364
großer,herzförmiger,grauer,DF,großer herzförmiger Aufkleber,6.469853866921792
großer,herzförmiger,grauer,DC,großer grauer Aufkleber,9.824892107884066
großer,herzförmiger,grauer,FD,herzförmiger großer Aufkleber,8.375132707628262
großer,herzförmiger,grauer,FC,herzförmiger grauer Aufkleber,7.470357434871353
großer,herzförmiger,grauer,CD,grauer großer Aufkleber,10.270433114931672
großer,herzförmiger,grauer,CF,grauer herzförmiger Aufkleber,6.5147434025887945
großer,herzförmiger,grauer,DFC,großer herzförmiger grauer Aufkleber,7.184328960637796
großer,herzförmiger,grauer,DCF,großer grauer herzförmiger Aufkleber,6.61495700531595
großer,herzförmiger,grauer,FDC,herzförmiger großer grauer Aufkleber,7.879970578223115
großer,herzförmiger,grauer,FCD,herzförmiger grauer großer Aufkleber,8.127014025159092
großer,herzförmiger,grauer,CDF,grauer großer herzförmiger Aufkleber,6.909736644756011
großer,herzförmiger,grauer,CFD,grauer herzförmiger großer Aufkleber,7.489535564234367
großer,herzförmiger,blauer,D,großer Aufkleber,12.4045527588068
großer,herzförmiger,blauer,F,herzförmiger Aufkleber,7.296037195818017
großer,herzförmiger,blauer,C,blauer Aufkleber,6.907315816962466
großer,herzförmiger,blauer,DF,großer herzförmiger Aufkleber,6.469853866921792
großer,herzförmiger,blauer,DC,großer blauer Aufkleber,11.943686033775506
großer,herzförmiger,blauer,FD,herzförmiger großer Aufkleber,8.375132707628262
großer,herzförmiger,blauer,FC,herzförmiger blauer Aufkleber,8.225829752900033
großer,herzförmiger,blauer,CD,blauer großer Aufkleber,8.272580140849373
großer,herzförmiger,blauer,CF,blauer herzförmiger Aufkleber,4.815137926118554
großer,herzförmiger,blauer,DFC,großer herzförmiger blauer Aufkleber,7.736304526859566
großer,herzförmiger,blauer,DCF,großer blauer herzförmiger Aufkleber,6.339625851966059
großer,herzförmiger,blauer,FDC,herzförmiger großer blauer Aufkleber,8.523878438567694
großer,herzförmiger,blauer,FCD,herzförmiger blauer großer Aufkleber,8.999576947409395
großer,herzförmiger,blauer,CDF,blauer großer herzförmiger Aufkleber,5.541796614786981
großer,herzförmiger,blauer,CFD,blauer herzförmiger großer Aufkleber,6.118342654406917
großer,herzförmiger,brauner,D,großer Aufkleber,12.4045527588068
großer,herzförmiger,brauner,F,herzförmiger Aufkleber,7.296037195818017
großer,herzförmiger,brauner,C,brauner Aufkleber,9.18976361790073
großer,herzförmiger,brauner,DF,großer herzförmiger Aufkleber,6.469853866921792
großer,herzförmiger,brauner,DC,großer brauner Aufkleber,9.329412842470727
großer,herzförmiger,brauner,FD,herzförmiger großer Aufkleber,8.375132707628262
großer,herzförmiger,brauner,FC,herzförmiger brauner Aufkleber,7.551771957997996
großer,herzförmiger,brauner,CD,brauner großer Aufkleber,9.775337714795059
großer,herzförmiger,brauner,CF,brauner herzförmiger Aufkleber,5.69916452394477
großer,herzförmiger,brauner,DFC,großer herzförmiger brauner Aufkleber,7.192815960492573
großer,herzförmiger,brauner,DCF,großer brauner herzförmiger Aufkleber,6.200974126771066
großer,herzförmiger,brauner,FDC,herzförmiger großer brauner Aufkleber,7.705404060013743
großer,herzförmiger,brauner,FCD,herzförmiger brauner großer Aufkleber,8.196131100818441
großer,herzförmiger,brauner,CDF,brauner großer herzförmiger Aufkleber,6.3418396126479655
großer,herzförmiger,brauner,CFD,brauner herzförmiger großer Aufkleber,6.883753505863658
großer,diamantförmiger,schwarzer,D,großer Aufkleber,12.4045527588068
großer,diamantförmiger,schwarzer,F,diamantförmiger Aufkleber,5.601018152680986
großer,diamantförmiger,schwarzer,C,schwarzer Aufkleber,7.177800499211044
großer,diamantförmiger,schwarzer,DF,großer diamantförmiger Aufkleber,5.031312551016467
großer,diamantförmiger,schwarzer,DC,großer schwarzer Aufkleber,13.125803968966798
großer,diamantförmiger,schwarzer,FD,diamantförmiger großer Aufkleber,6.460207016069595
großer,diamantförmiger,schwarzer,FC,diamantförmiger schwarzer Aufkleber,6.057507575282518
großer,diamantförmiger,schwarzer,CD,schwarzer großer Aufkleber,9.453083502914364
großer,diamantförmiger,schwarzer,CF,schwarzer diamantförmiger Aufkleber,5.034114148399022
großer,diamantförmiger,schwarzer,DFC,großer diamantförmiger schwarzer Aufkleber,5.606326913147819
großer,diamantförmiger,schwarzer,DCF,großer schwarzer diamantförmiger Aufkleber,6.648940777126441
großer,diamantförmiger,schwarzer,FDC,diamantförmiger großer schwarzer Aufkleber,6.467719906189886
großer,diamantförmiger,schwarzer,FCD,diamantförmiger schwarzer großer Aufkleber,6.970591673867911
großer,diamantförmiger,schwarzer,CDF,schwarzer großer diamantförmiger Aufkleber,6.1728412047429275
großer,diamantförmiger,schwarzer,CFD,schwarzer diamantförmiger großer Aufkleber,5.772465593534309
großer,diamantförmiger,grüner,D,großer Aufkleber,12.4045527588068
großer,diamantförmiger,grüner,F,diamantförmiger Aufkleber,5.601018152680986
großer,diamantförmiger,grüner,C,grüner Aufkleber,7.179986742668811
großer,diamantförmiger,grüner,DF,großer diamantförmiger Aufkleber,5.031312551016467
großer,diamantförmiger,grüner,DC,großer grüner Aufkleber,12.01491712017926
großer,diamantförmiger,grüner,FD,diamantförmiger großer Aufkleber,6.460207016069595
großer,diamantförmiger,grüner,FC,diamantförmiger grüner Aufkleber,6.433827629149654
großer,diamantförmiger,grüner,CD,grüner großer Aufkleber,8.988906455819263
großer,diamantförmiger,grüner,CF,grüner diamantförmiger Aufkleber,4.826749162808905
großer,diamantförmiger,grüner,DFC,großer diamantförmiger grüner Aufkleber,5.710586579719172
großer,diamantförmiger,grüner,DCF,großer grüner diamantförmiger Aufkleber,6.6002366662633
großer,diamantförmiger,grüner,FDC,diamantförmiger großer grüner Aufkleber,6.69442330897362
großer,diamantförmiger,grüner,FCD,diamantförmiger grüner großer Aufkleber,7.2756806413312916
großer,diamantförmiger,grüner,CDF,grüner großer diamantförmiger Aufkleber,5.47320133449035
großer,diamantförmiger,grüner,CFD,grüner diamantförmiger großer Aufkleber,5.683067635754615
großer,diamantförmiger,orangener,D,großer Aufkleber,12.4045527588068
großer,diamantförmiger,orangener,F,diamantförmiger Aufkleber,5.601018152680986
großer,diamantförmiger,orangener,C,orangener Aufkleber,14.59599834779812
großer,diamantförmiger,orangener,DF,großer diamantförmiger Aufkleber,5.031312551016467
großer,diamantförmiger,orangener,DC,großer orangener Aufkleber,8.750840503258326
großer,diamantförmiger,orangener,FD,diamantförmiger großer Aufkleber,6.460207016069595
großer,diamantförmiger,orangener,FC,diamantförmiger orangener Aufkleber,6.361962270729517
großer,diamantförmiger,orangener,CD,orangener großer Aufkleber,13.479654833464009
großer,diamantförmiger,orangener,CF,orangener diamantförmiger Aufkleber,7.255990691599311
großer,diamantförmiger,orangener,DFC,großer diamantförmiger orangener Aufkleber,5.8857141053356585
großer,diamantförmiger,orangener,DCF,großer orangener diamantförmiger Aufkleber,6.178987176754161
großer,diamantförmiger,orangener,FDC,diamantförmiger großer orangener Aufkleber,6.585018265453752
großer,diamantförmiger,orangener,FCD,diamantförmiger orangener großer Aufkleber,7.15179741033119
großer,diamantförmiger,orangener,CDF,orangener großer diamantförmiger Aufkleber,7.681682836945538
großer,diamantförmiger,orangener,CFD,orangener diamantförmiger großer Aufkleber,7.751985904965236
großer,diamantförmiger,grauer,D,großer Aufkleber,12.4045527588068
großer,diamantförmiger,grauer,F,diamantförmiger Aufkleber,5.601018152680986
großer,diamantförmiger,grauer,C,grauer Aufkleber,10.716230720094364
großer,diamantförmiger,grauer,DF,großer diamantförmiger Aufkleber,5.031312551016467
großer,diamantförmiger,grauer,DC,großer grauer Aufkleber,9.824892107884066
großer,diamantförmiger,grauer,FD,diamantförmiger großer Aufkleber,6.460207016069595
großer,diamantförmiger,grauer,FC,diamantförmiger grauer Aufkleber,6.298250265821484
großer,diamantförmiger,grauer,CD,grauer großer Aufkleber,10.270433114931672
großer,diamantförmiger,grauer,CF,grauer diamantförmiger Aufkleber,5.762066490567239
großer,diamantförmiger,grauer,DFC,großer diamantförmiger grauer Aufkleber,6.003253240310733
großer,diamantförmiger,grauer,DCF,großer grauer diamantförmiger Aufkleber,6.5099285762952395
großer,diamantförmiger,grauer,FDC,diamantförmiger großer grauer Aufkleber,6.601119281227528
großer,diamantförmiger,grauer,FCD,diamantförmiger grauer großer Aufkleber,6.898654770665015
großer,diamantförmiger,grauer,CDF,grauer großer diamantförmiger Aufkleber,6.594213145899482
großer,diamantförmiger,grauer,CFD,grauer diamantförmiger großer Aufkleber,6.486781775280916
großer,diamantförmiger,blauer,D,großer Aufkleber,12.4045527588068
großer,diamantförmiger,blauer,F,diamantförmiger Aufkleber,5.601018152680986
großer,diamantförmiger,blauer,C,blauer Aufkleber,6.907315816962466
großer,diamantförmiger,blauer,DF,großer diamantförmiger Aufkleber,5.031312551016467
großer,diamantförmiger,blauer,DC,großer blauer Aufkleber,11.943686033775506
großer,diamantförmiger,blauer,FD,diamantförmiger großer Aufkleber,6.460207016069595
großer,diamantförmiger,blauer,FC,diamantförmiger blauer Aufkleber,6.537277945366047
großer,diamantförmiger,blauer,CD,blauer großer Aufkleber,8.272580140849373
großer,diamantförmiger,blauer,CF,blauer diamantförmiger Aufkleber,4.64451359423226
großer,diamantförmiger,blauer,DFC,großer diamantförmiger blauer Aufkleber,5.954937810238542
großer,diamantförmiger,blauer,DCF,großer blauer diamantförmiger Aufkleber,6.766947704911862
großer,diamantförmiger,blauer,FDC,diamantförmiger großer blauer Aufkleber,6.805292268817631
großer,diamantförmiger,blauer,FCD,diamantförmiger blauer großer Aufkleber,7.162451391586839
großer,diamantförmiger,blauer,CDF,blauer großer diamantförmiger Aufkleber,5.796263176899498
großer,diamantförmiger,blauer,CFD,blauer diamantförmiger großer Aufkleber,5.501022623955125
großer,diamantförmiger,brauner,D,großer Aufkleber,12.4045527588068
großer,diamantförmiger,brauner,F,diamantförmiger Aufkleber,5.601018152680986
großer,diamantförmiger,brauner,C,brauner Aufkleber,9.18976361790073
großer,diamantförmiger,brauner,DF,großer diamantförmiger Aufkleber,5.031312551016467
großer,diamantförmiger,brauner,DC,großer brauner Aufkleber,9.329412842470727
großer,diamantförmiger,brauner,FD,diamantförmiger großer Aufkleber,6.460207016069595
großer,diamantförmiger,brauner,FC,diamantförmiger brauner Aufkleber,6.318020015503466
großer,diamantförmiger,brauner,CD,brauner großer Aufkleber,9.775337714795059
großer,diamantförmiger,brauner,CF,brauner diamantförmiger Aufkleber,5.318435522840115
großer,diamantförmiger,brauner,DFC,großer diamantförmiger brauner Aufkleber,5.744952840945182
großer,diamantförmiger,brauner,DCF,großer brauner diamantförmiger Aufkleber,6.749750815686788
großer,diamantförmiger,brauner,FDC,diamantförmiger großer brauner Aufkleber,6.348183708672992
großer,diamantförmiger,brauner,FCD,diamantförmiger brauner großer Aufkleber,6.85019693895791
großer,diamantförmiger,brauner,CDF,brauner großer diamantförmiger Aufkleber,6.345722292973844
großer,diamantförmiger,brauner,CFD,brauner diamantförmiger großer Aufkleber,6.042512751919092
